일시,태양광 이용률,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계전천일사량(MJ/m2)
2016-04-13,13.74,14.48,2.28,1.24,72.84,10.31
2016-04-14,16.6,12.66,0,2,74.04,9.89
2016-04-15,22.97,14.12,0,1.88,49.84,19.4
2016-04-16,8.96,13.9,29.76,1.94,65.74,7.18
2016-04-17,17.72,11.72,20.6,4.68,62.66,15.25
2016-04-18,21.11,11.08,4.04,2.58,64.94,17.03
2016-04-19,23.61,12.06,0,1.9,59.62,19.46
2016-04-20,12.75,13.52,0.5,1.58,62.8,10.37
2016-04-21,7.83,13.92,16.94,1.72,85.3,7.27
2016-04-22,14.07,14.6,0,2.34,79.22,12.83
2016-04-23,17.27,13.62,0,1.66,52.76,13.8
2016-04-24,23.01,14.34,0,1.3,46.18,19.09
2016-04-25,22.62,16.18,0,1.4,44.58,19.59
2016-04-26,20.4,19.36,0,1.76,42.96,17.79
2016-04-27,6.76,15.6,0.1,2.24,41.36,4.69
2016-04-28,19.84,16.28,0,1.56,40.82,16.57
2016-04-29,22.84,15.62,0,1.92,51.28,20.2
2016-04-30,14.82,15.66,0,2.3,53.9,13.41
2016-05-01,19,17.34,0,1.54,49.46,17.36
2016-05-02,17.99,19.82,13.8,1.72,65.46,15.57
2016-05-03,1.89,13.44,36.32,4.72,85.04,1.6
2016-05-04,25.75,16.1,0.06,5.76,41.88,22.98
2016-05-05,22.24,17.44,7.14,1.52,53.88,20.52
2016-05-06,2.81,15.6,3.66,1.5,88.78,1.68
2016-05-07,24.28,16.04,0,2.04,62.02,21.46
2016-05-08,23.32,18.18,0,1.52,53.6,20.99
2016-05-09,16.59,19.2,0,1.38,50.42,16.42
2016-05-10,4.63,14.16,13.4,1.9,80.32,4.21
2016-05-11,24.38,16.4,0,1.8,63.48,22.25
2016-05-12,24.46,17.2,0,2.24,64.34,22.1
2016-05-13,23.7,17.68,0.02,1.88,59.92,21.15
2016-05-14,24.71,19.14,0,1.84,51.54,21.71
2016-05-15,13.02,17.1,30.18,2.28,74.1,11.07
2016-05-16,24.8,15.54,2.48,2.52,58.28,21.64
2016-05-17,24.84,17.6,0,1.3,57.7,22.87
2016-05-18,24.68,20.32,0,1.16,53.32,23.2
2016-05-19,24.2,22.08,0,1.16,47.9,22.89
2016-05-20,23.52,21.94,0,1.2,47.04,22.29
2016-05-21,23.81,21.38,0,1.28,41.44,22.5
2016-05-22,23.97,22.06,0,1.28,46.88,23.21
2016-05-23,19.02,21.4,0,1.38,52.48,17.5
2016-05-24,9.33,16.52,30.4,2,84.82,7.16
2016-05-25,17.21,18.96,0,1.8,72.24,14.46
2016-05-26,9.18,18.78,0.18,1.18,76.5,10.07
2016-05-27,19.17,20.1,0,1.24,67.4,17.33
2016-05-28,23.41,20.66,0,1.48,62.46,21.42
2016-05-29,19.01,20.32,0,1.5,62.66,17.77
2016-05-30,23.87,20.98,0,1.72,60.78,22.59
2016-05-31,21.75,20.82,0,1.74,68.3,20.72
2016-06-01,23.73,22.08,0,1.64,52.64,21.8
2016-06-02,23.89,21.76,0,1.56,49.98,23.55
2016-06-03,22.92,21.14,0,1.48,54.9,22.49
2016-06-04,10.74,19.82,0.04,1.24,62.96,7.74
2016-06-05,23.3,23.02,0,1.34,55.78,22.38
2016-06-06,15.39,21.52,0,1.74,59.28,15.55
2016-06-07,16.38,21.84,0.06,1.44,68.14,19.93
2016-06-08,19.25,21.36,0,1.72,69.96,19.28
2016-06-09,22.28,22.88,0,1.34,64.94,19.91
2016-06-10,21.11,23.62,0,1.58,65.02,20.55
2016-06-11,11.93,23.24,3.24,1.44,75.66,12.1
2016-06-12,13.51,23.58,0.52,1.62,79.5,13.18
2016-06-13,19.69,23.52,0,1.62,70.78,17.69
2016-06-14,18.79,22.98,0.14,1.64,68.4,17.2
2016-06-15,8.37,20.56,16.78,1.9,82.54,6.79
2016-06-16,16.4,21.04,0,2.18,74.74,17.42
2016-06-17,22.11,22.92,0,1.98,67.3,20.56
2016-06-18,22.77,23.36,0,1.44,66.58,22.37
2016-06-19,18.87,23.2,0,1.56,69.08,18.39
2016-06-20,17.93,23.88,0,1.2,68.9,18.2
2016-06-21,17.42,24.72,0,1.22,68.54,16.33
2016-06-22,11.97,23.72,1.24,1.62,76.32,11.62
2016-06-23,18.08,24.34,0.92,1.42,73.92,17.68
2016-06-24,10.06,22.26,7.24,1.68,80.66,8.7
2016-06-25,19.66,21.86,0,2.18,67.22,23.12
2016-06-26,23.59,23.5,0,1.82,63.26,23.61
2016-06-27,14.21,23.02,0,1.08,65.6,13.24
2016-06-28,21.3,24.14,0,1.42,64.04,20.29
2016-06-29,17.75,24.44,0,1.8,64.84,16.15
2016-06-30,10.57,24.7,0.2,1.98,77.94,7.42
2016-07-01,4.52,23.84,90.44,2,87.46,4.58
2016-07-02,13.08,23.54,1.52,1.78,81.3,10.79
2016-07-03,11.02,22.98,0,1.18,77.52,9.58
2016-07-04,4.37,21.08,52.12,1.7,89.38,2.87
2016-07-05,3.56,21.84,90.04,2.36,92.62,2.99
2016-07-06,13.16,22.18,1.28,1.12,83.6,11.33
2016-07-07,14.34,23.36,0,0.98,79.1,11.08
2016-07-08,21.56,26.02,0,1.12,73.02,22.75
2016-07-09,22.13,26.5,0,1.38,70.64,21.88
2016-07-10,19.64,26.52,0,1.1,71.96,19.7
2016-07-11,18.24,27.46,0.06,1.14,68.84,18.45
2016-07-12,14.06,25.14,7.52,1.34,76.08,13.99
2016-07-13,15.71,25.32,0.42,1.48,74.52,13.67
2016-07-14,18.12,26.26,0.24,1.52,70.32,13.79
2016-07-15,13.51,24.98,1.4,1.62,67.3,10.6
2016-07-16,3.03,20.42,49.66,2.54,91.52,2.05
2016-07-17,7.21,21.4,5.92,1.7,89.28,5.63
2016-07-18,15.7,23.46,0.42,1.1,79.18,15.15
2016-07-19,21.06,25.08,0,1.04,75.84,21.42
2016-07-20,19.77,26.88,0,1.54,70.62,16.9
2016-07-21,16.13,26.3,0,1.44,72.18,14.73
2016-07-22,19.64,27.92,0,1.5,69.6,19.64
2016-07-23,12.96,27.64,1.78,1.36,76.2,11.82
2016-07-24,9.11,27.52,3.88,1.16,83.14,9.45
2016-07-25,12.59,27.88,0.1,1.28,81.56,13.34
2016-07-26,14.42,27.24,0,1.54,78.98,14.28
2016-07-27,6.57,26.68,3.38,1.86,83.58,5.13
2016-07-28,18.9,27.4,3.6,2.02,76.42,17.54
2016-07-29,6.15,25.2,23.48,1.16,88.76,4.44
2016-07-30,14.72,27.8,5.48,1.22,82.18,15.01
2016-07-31,17.33,27.7,3.44,1.18,80.6,18.29
2016-08-01,13.85,27.06,0.1,1.14,80.44,14.28
2016-08-02,10.94,26.48,4.32,0.98,80.9,8.39
2016-08-03,20,27.9,0,1.1,72.54,18.16
2016-08-04,19.81,28.62,0,1.02,73.94,14.74
2016-08-05,20.25,29.06,0,1.08,71.52,18.03
2016-08-06,18.92,29.18,0,1.18,73.04,18.84
2016-08-07,20.03,29.12,0,1.36,68.5,20.15
2016-08-08,19.05,28.76,0,1.28,71.2,16.39
2016-08-09,17.47,28.6,0,1.44,71.52,16.54
2016-08-10,18.25,28.96,0,1.34,71.24,18.57
2016-08-11,19.85,29.24,0,1.28,71.28,18.79
2016-08-12,18.7,29.24,0,1.36,74.18,17.49
2016-08-13,18.38,29.3,0,1.6,73.44,19.04
2016-08-14,11.47,27.96,1.64,1.24,83.16,13.27
2016-08-15,16.7,28.46,0,1.3,73.12,16.87
2016-08-16,18.41,28.58,0,1.28,70.52,17.07
2016-08-17,18.09,28.22,0.06,1.2,70.14,15.93
2016-08-18,14.42,28.22,0,1.08,71.58,13.32
2016-08-19,12.48,28.48,0.04,1.12,74.18,13.66
2016-08-20,16.02,29.26,0,1.34,66.98,13.77
2016-08-21,17.21,28.96,0.16,1.28,66.16,16.91
2016-08-22,17.53,28.52,0,1.24,67.88,14.55
2016-08-23,14.72,27.94,3.38,1.58,69.62,14.24
2016-08-24,15.64,27.94,1.46,1.24,66.7,14.6
2016-08-25,14.1,26.3,4.4,1.46,73.96,15.03
2016-08-26,13.93,21.5,16.4,2.36,67.8,11.75
2016-08-27,21.48,21.58,0,1.92,54.32,19.51
2016-08-28,9.87,19.82,6.4,1.94,70.06,6.94
2016-08-29,17.24,20.46,0.02,1.66,66.96,16.14
2016-08-30,11.24,19.72,0.02,1.8,70.4,9.33
2016-08-31,3.99,17.8,24.94,3.24,84.74,3.55
2016-09-01,15.41,22.44,1.24,2.1,75.44,13.9
2016-09-02,16.76,22.98,7.46,2.14,75.54,16.19
2016-09-03,13.05,23.32,0.44,1.2,79.96,11.82
2016-09-04,11.96,24.5,0,1.14,78.68,10.91
2016-09-05,15.65,25.5,0,1.26,74.32,13.71
2016-09-06,13.6,23.44,0,1.2,78.86,11.93
2016-09-07,12.55,23.5,0,1.12,77.28,9.68
2016-09-08,12.28,22.58,7.32,1.16,78.38,4.04
2016-09-09,15.35,22.96,0,1.1,77.24,10.93
2016-09-10,14.28,22.78,0,1.06,75.88,10.09
2016-09-11,12.98,23.1,0,1.16,73.2,12
2016-09-12,14.29,23.4,0,1.24,72.16,10.61
2016-09-13,17.94,23.28,0,1.16,70.82,13.64
2016-09-14,14.62,23.34,0,1.14,73.46,11.95
2016-09-15,15.15,22.14,0,0.86,75.94,13.22
2016-09-16,12.31,22.9,0,0.86,75.84,10.34
2016-09-17,11.2,21.76,15.62,1.72,77.26,8.68
2016-09-18,14.92,22.08,0,1.98,62.2,14.13
2016-09-19,17.07,20.22,0,2.12,62.42,14.38
2016-09-20,21.84,19.14,0,2.12,49.2,17.18
2016-09-21,16.73,17.72,0,1.2,60.44,13.14
2016-09-22,16.95,19.4,0,1.08,62.38,14.18
2016-09-23,17.57,19.32,0,0.92,69.48,15.31
2016-09-24,17.17,20.16,0,0.9,71.68,14.87
2016-09-25,13.45,20.82,0,0.82,70.9,9.67
2016-09-26,9.89,21.36,0,1,73.94,7.9
2016-09-27,2.86,19.76,11.26,0.82,89.56,2.26
2016-09-28,5.35,19.8,0.04,0.98,86.48,4.42
2016-09-29,11.08,19.34,0,2.06,69.78,9.41
2016-09-30,8.84,19.12,0,1.06,77.62,4.23
2016-10-01,9.25,19.24,0,0.76,81.22,6.26
2016-10-02,2.6,17.76,36.12,1.38,89.72,2.09
2016-10-03,14.29,21.42,36.64,1.72,79.98,11.55
2016-10-04,18.77,20.22,0,1.78,70.56,15.45
2016-10-05,12.71,19.8,4,1.94,72.92,9.84
2016-10-06,18.39,16.98,0,1.24,71.28,14.99
2016-10-07,10.12,18.42,5.76,1.84,75,8.13
2016-10-08,13.68,16.72,7.6,2.26,67.62,11.09
2016-10-09,20.49,11.2,0,2,50.44,15.14
2016-10-10,18.08,11.8,0,1,61.88,13.03
2016-10-11,13.37,13.54,0,0.94,73.3,9.91
2016-10-12,16.63,13.66,0,1.12,68.4,12.57
2016-10-13,15.75,13,0,0.84,63.32,11.31
2016-10-14,14.1,14.3,0,0.64,75.02,10.89
2016-10-15,14.66,16.36,0,0.64,74.14,11.14
2016-10-16,3.7,15.64,1.6,0.76,84.64,2.86
2016-10-17,11.6,16.56,0.06,0.94,81.88,8.92
2016-10-18,12.61,14.74,0,0.78,83.26,7.15
2016-10-19,14.51,15.8,0,0.88,78.14,11.31
2016-10-20,13.76,16.28,0,1.2,73.86,11.14
2016-10-21,7.62,16.64,0,1.84,66.42,5.3
2016-10-22,9.14,16.94,0,1.1,69.3,6.82
2016-10-23,1.95,12.64,2.7,2.1,74.52,2.05
2016-10-24,17.66,13.22,0,1.32,67.48,12.33
2016-10-25,5.19,12.94,37.78,1.4,90.2,4.03
2016-10-26,5.42,11.92,0,0.74,88.32,5.72
2016-10-27,11.43,13.72,0,1.24,76.54,7.86
2016-10-28,6.28,13.88,1.1,1.5,69.1,3.98
2016-10-29,6.34,7.96,0,1.9,48.3,6.48
2016-10-30,18.43,5.7,0,0.94,52.06,12.35
2016-10-31,2.1,5.28,0.16,1.44,64.32,1.72
2016-11-01,18.58,1.66,0,1.72,46.1,12.09
2016-11-02,14.95,3.28,0.34,1.14,63.28,7.02
2016-11-03,12.37,7.52,1.1,1.16,72.86,9.04
2016-11-04,7.16,11.46,0,1.8,70.02,5.96
2016-11-05,6.22,13.9,0,1.58,79.16,6.2
2016-11-06,9.47,13.5,0,2.3,62.64,8.33
2016-11-07,6.64,12.9,3.72,2.08,69.04,5.49
2016-11-08,14.14,4.96,0.22,2.64,59.16,10.34
2016-11-09,16.9,2.02,0,1.32,48.88,10.9
2016-11-10,5.02,5.26,1.54,1.1,66.94,3.31
2016-11-11,13.15,8.52,2.98,1.76,68.68,8.32
2016-11-12,11.39,9.98,0,1.32,68.98,8.6
2016-11-13,7.32,12.625,0.6,0.88,82.2,5.45
2016-11-14,3.42,12.06,2.4,0.82,87.42,2.43
2016-11-15,16.21,5.74,0,1.96,47.72,10.44
2016-11-16,11.89,3.7,0,0.76,60.18,7.8
2016-11-17,12.44,6.96,0,0.7,67.14,8.1
2016-11-18,6.94,8.06,0.82,0.8,74.34,5.25
2016-11-19,7.34,12.14,0.06,1.44,78.78,3.65
2016-11-20,14.18,10.1,0,1.94,51.46,9.16
2016-11-21,3.41,7.66,0,1.18,55.6,2.76
2016-11-22,9.92,3.2,0.28,2.82,43.94,7.44
2016-11-23,12.13,-1.04,0,2.04,38.4,7.7
2016-11-24,15.38,-2.26,0,1.64,43.62,9.66
2016-11-25,11.69,-0.78,0,0.94,55.8,7.24
2016-11-26,1.94,-0.62,1.66,1,79.82,1.55
2016-11-27,4.95,2.3,0.1,0.74,89.62,5.42
2016-11-28,13.52,1.22,0,1.54,62.54,8.66
2016-11-29,14.26,0.02,0,0.82,56.46,8.68
2016-11-30,4.64,4.66,0.8,0.98,66.1,4.08
2016-12-01,13.63,4.4,0,2.96,48.16,8.43
2016-12-02,14.44,0.3,0,1.1,56.54,8.82
2016-12-03,12.47,2.32,0,0.74,69.32,7.94
2016-12-04,4.44,3.04,0,0.68,74.52,3.42
2016-12-05,4.57,5.64,0.46,2.12,69.74,4.44
2016-12-06,14.65,-1.04,0,1.9,40.96,9.05
2016-12-07,6.87,0.02,0.06,1.08,66.14,5.73
2016-12-08,6.64,0.26,3.72,0.86,80.88,5.83
2016-12-09,11.13,1.66,2.78,2.16,66.64,6.86
2016-12-10,13.82,-1.96,0,1.26,55.9,8.43
2016-12-11,13.75,-2.86,0,0.84,57.54,8.42
2016-12-12,6.57,0.16,0,0.84,56.62,4.89
2016-12-13,8.01,2.24,0,1.34,63.18,4.67
2016-12-14,3.19,-0.94,1.18,1.54,71.4,2.32
2016-12-15,13.52,-4.12,0,2.1,46.08,8.66
2016-12-16,13.49,-5.02,0,1.34,48.34,8.72
2016-12-17,7.75,1.62,0,0.94,64.26,5.4
2016-12-18,3,3.6,0,1.12,75.74,2.48
2016-12-19,5.04,5.66,0.58,1.08,77.44,4.03
2016-12-20,10.42,5.08,0,0.78,80.7,7.16
2016-12-21,6.53,6.3,28.5,1.5,82.18,4.82
2016-12-22,1.08,5.9,23.12,2.6,87.54,0.84
2016-12-23,1.62,-1.36,0.38,2.86,71.7,2.4
2016-12-24,5.52,-2.22,0,1.1,67.86,6.03
2016-12-25,10.17,0.08,0,0.8,77.82,6.7
2016-12-26,1.54,1.92,0.34,0.92,79.68,1.41
2016-12-27,12.31,-1.26,0.44,2.74,56.32,8.24
2016-12-28,13.16,-4,0,1.28,55.32,8.29
2016-12-29,12.89,-3.78,0.3,2.22,52.32,8.68
2016-12-30,10.82,-4.54,0,0.82,60.96,7.78
2016-12-31,6.03,-1.2,0,0.66,76.8,4.46
2017-01-01,6.04,1.04,0,0.52,82.62,4.55
2017-01-02,5.95,3.74,0.22,1.14,83.5,4.94
2017-01-03,12.46,0.76,0,1.02,72.44,7.83
2017-01-04,12.09,2.42,0,0.92,68.08,7.67
2017-01-05,4.98,2.96,0,1.6,63.8,3.8
2017-01-06,11.7,4.2,0,1.28,65.62,7.25
2017-01-07,10.05,2.1,0,0.7,77.12,6.62
2017-01-08,7.7,6.18,0.04,1.56,65.4,5.5
2017-01-09,9.93,2.28,0.04,2.76,60.14,6.45
2017-01-10,11.64,-3.04,0,2.44,48.44,7.29
2017-01-11,12.86,-4.16,0,1.62,43.28,7.51
2017-01-12,11.37,-2.42,0.38,2.24,51.12,6.04
2017-01-13,10.01,-5.8,0.22,2.36,49.48,6.57
2017-01-14,16.24,-7.8,0,3.06,33.98,9.82
2017-01-15,15.88,-7.05,0,1.04,42.625,9.72
2017-01-16,15.17,-5.7,0,0.85,52.76,9.45
2017-01-17,11.07,-4,0,0.78,58.34,7.52
2017-01-18,5.73,-2.42,0,0.78,74.74,4.67
2017-01-19,9.78,-2.72,0,1,69.78,7.21
2017-01-20,3.1,-4.22,1.64,2.38,68.66,6.96
2017-01-21,5.09,-6.32,0.9,1.1,80.98,5.3
2017-01-22,9.32,-7.46,0.14,3.16,47.34,10.12
2017-01-23,13.63,-9.36,0,1.42,55,10.22
2017-01-24,15.04,-8.44,0,1.1,57.74,10.5
2017-01-25,15.42,-7.2,0,0.86,61.02,10.74
2017-01-26,9.64,-3.56,0.96,1.46,67.74,8.13
2017-01-27,16.98,-2.14,2.56,2.86,51.58,10.72
2017-01-28,13.94,-2.98,0,1,51.78,8.37
2017-01-29,1.29,0.18,6.42,0.96,75.22,1.31
2017-01-30,7.43,-4.52,0.02,2.42,64.7,11
2017-01-31,11.36,-7,0,1,62.34,9.33
2017-02-01,16.06,-4.52,0,2.06,50.96,11.22
2017-02-02,17.44,-3.36,0,1.5,54.36,11.51
2017-02-03,14.02,-0.36,0,0.98,71.16,9.92
2017-02-04,4.41,-0.46,0,0.72,76.12,3.35
2017-02-05,2.84,1.3,1.02,1.64,75.22,2.21
2017-02-06,17.93,-1.12,0,2.4,50.44,11.48
2017-02-07,10.2,-2.74,0,0.94,58.54,7.43
2017-02-08,7.94,-2.32,0,1.3,57.96,6.38
2017-02-09,16.5,-4.42,0,2.96,46.48,10.67
2017-02-10,18.96,-5.92,0,3.2,42.64,12.36
2017-02-11,19.09,-4.6,0,2.14,47.24,12.19
2017-02-12,19.39,-2.88,0,1.44,56.62,12.88
2017-02-13,11.07,-1.92,0.2,0.84,69.82,7.07
2017-02-14,18.43,-1.02,0,1.28,58.3,12.61
2017-02-15,14.81,-0.18,0,0.86,58.72,10.49
2017-02-16,9.98,4.08,0.72,1.18,67.74,7.75
2017-02-17,19.67,2.08,3.72,3.24,57.28,12.65
2017-02-18,20.3,-2.08,0,2.24,48.24,13.41
2017-02-19,8,1.34,3.68,1.9,68.22,6.06
2017-02-20,19.16,-0.48,1.58,3.22,54.12,12.73
2017-02-21,19.49,-1.44,0,1.18,45.08,13.18
2017-02-22,1.76,0.92,6.54,1.6,77.66,1.78
2017-02-23,20.69,-0.52,0,3.6,54.14,14.11
2017-02-24,20.21,-0.88,0,1.74,53.8,14
2017-02-25,19.86,1.26,0,1.7,62.42,14.69
2017-02-26,19.48,2.08,0,1.36,58.38,12.23
2017-02-27,20.55,2.34,0,1.1,51.94,14.07
2017-02-28,18.44,3.66,0,1.2,53.2,13.62
2017-03-01,7.49,3.96,4.14,1.14,66.54,6.62
2017-03-02,16.48,1.96,0.4,2.48,66.1,14.28
2017-03-03,18.56,2.22,0,1.52,61.9,14
2017-03-04,19.42,3.94,0,1.02,63.96,14.57
2017-03-05,13.47,4,0.94,1.48,71.48,11.32
2017-03-06,22.95,0.86,0.02,3.44,39.76,15.97
2017-03-07,23.03,-0.92,0,3.3,37.2,16.2
2017-03-08,18.23,-0.16,0.06,2.44,52.84,13.85
2017-03-09,19.83,2.78,0,2.68,49.44,14.77
2017-03-10,21.83,3.88,0,1.6,43.2,15.93
2017-03-11,20.5,5.4,0,1.14,47.56,15.39
2017-03-12,11.17,6.92,0,1.5,60.86,10.73
2017-03-13,20.79,6.4,0,1.88,51.16,14.9
2017-03-14,21.91,5.16,0,2.08,44.48,16.54
2017-03-15,21.72,4.64,0,1.36,44.88,15.93
2017-03-16,20.45,5.04,0,1.48,46.4,15.63
2017-03-17,20.32,6.38,0,1.34,44.64,15.4
2017-03-18,18.64,8.18,0,1.68,37.32,14.63
2017-03-19,20.35,8.48,0,1.04,44.12,15.7
2017-03-20,6.88,8.36,0,0.94,47.62,5.02
2017-03-21,17.85,7.04,0,1.9,52,15.33
2017-03-22,20.73,6.6,0,1.68,43.34,16.4
2017-03-23,17.47,7.82,0,1.54,40.44,14.35
2017-03-24,15.8,7.22,0,1.22,49.02,12.83
2017-03-25,11.37,6.44,0.06,1.5,58.48,10.72
2017-03-26,13.54,6.1,0.08,1.56,61.8,10.65
2017-03-27,11.22,5.56,1.04,1.88,71.1,12.1
2017-03-28,14.14,5.58,0,1.42,65.28,12.33
2017-03-29,19.82,7.64,0,1.44,53.68,15.91
2017-03-30,19.08,9.16,0,1.44,54.56,15.47
2017-03-31,5.7,7.4,5.54,1.56,77.8,6.15
2017-04-01,17.17,7.6,1.74,1.5,68.84,16.56
2017-04-02,21.26,7.54,0,1.62,62.52,18.69
2017-04-03,23.01,10.04,0,1.64,52.94,18.74
2017-04-04,20.42,12.22,0,1.56,45.82,16.83
2017-04-05,3.78,11.3,25.34,1.5,68.26,2.94
2017-04-06,8.25,11.34,4.02,2.3,85.3,5.07
2017-04-07,19.9,14.12,0,1.42,69.5,16.64
2017-04-08,16.82,13.3,0.34,1.76,71.96,14.5
2017-04-09,14.62,13.56,0.5,2.16,61.36,11.57
2017-04-10,24.31,14.98,0,2.14,28.74,20.25
2017-04-11,20.67,14.14,0.86,2.76,40.46,17.42
2017-04-12,24.7,11.26,0,3.22,20,20.4
2017-04-13,20.45,11.52,0,1.96,52.58,18.18
2017-04-14,10.32,12.5,3.02,2.72,60.6,8.03
2017-04-15,21.66,15.42,0,1.44,64.98,18.98
2017-04-16,18.27,17.14,0,1.1,56.88,15.38
2017-04-17,4.59,13.06,8.76,1.62,73.94,4.32
2017-04-18,8.86,10.88,11.36,2.36,80.78,7.62
2017-04-19,24.89,12.18,0,2.34,48.38,21.36
2017-04-20,11.22,12.16,0.2,1.62,51.26,8.49
2017-04-21,21.13,12,0,1.64,59.74,18.27
2017-04-22,23.11,13.56,0,1.66,50.8,20.97
2017-04-23,24.64,13.36,0,1.9,46.22,21.65
2017-04-24,23.5,13.46,0,2.2,46.14,20.68
2017-04-25,16.38,15.42,0,2.04,56.12,15.22
2017-04-26,24.75,14.76,0,2.68,36.3,21.72
2017-04-27,23.79,12.88,0,2.54,42.22,21.92
2017-04-28,21.57,13.98,0,2.52,54.8,20.04
2017-04-29,23.03,15.68,0,2.08,48.62,20.82
2017-04-30,20.69,18.08,0,1.9,55.86,19.06
2017-05-01,22.14,18.68,0,1.42,53.74,20.17
2017-05-02,19.37,18.44,0,1.26,51.36,17.56
2017-05-03,22.13,19.58,0,1.4,46.84,20.84
2017-05-04,17,19.86,0,1.38,49.8,15.71
2017-05-05,20.83,20.24,0,2.44,54.58,19.81
2017-05-06,22.62,14.18,0,3.28,36.54,20.63
2017-05-07,22.88,15.26,0,2.28,46.5,21.06
2017-05-08,15.48,16.4,0,1.56,51.7,14.09
2017-05-09,7.36,15.28,4.82,1.3,70.94,7.37
2017-05-10,14.24,15.54,2.9,1.72,76.2,17.03
2017-05-11,15.84,17.5,0.14,1.32,72.62,13.66
2017-05-12,7.48,17.94,0.18,1.46,77.94,6.13
2017-05-13,10.35,16,9.08,2.58,78.04,9.04
2017-05-14,24.38,15.2,0,3.06,56.8,24.09
2017-05-15,18.89,15.04,0,1.96,64.48,23.66
2017-05-16,18.32,16.28,0,1.48,64.46,16.95
2017-05-17,23.19,17.94,0,1.54,56.28,22.35
2017-05-18,22.07,18.88,0,1.66,52.28,20.93
2017-05-19,23.28,19.58,0,1.8,50.12,23.47
2017-05-20,21.41,19.44,0,1.62,50.38,20.48
2017-05-21,23.05,19.96,0,1.6,52.96,23.72
2017-05-22,20.99,20.14,0,1.42,57.66,21.89
2017-05-23,12.14,18.5,6.58,1.38,71.86,11.46
2017-05-24,21.28,20.58,2.68,1.5,65.3,21.32
2017-05-25,22.36,18.34,0,2.84,51.34,23.41
2017-05-26,22.44,16.64,0,1.88,44.98,23.21
2017-05-27,23.94,18.02,0,1.56,53.46,24.07
2017-05-28,21.22,19.56,0,1.98,58.52,20.23
2017-05-29,20.9,22.12,0,1.64,65.04,21.02
2017-05-30,19.59,22.06,0,1.58,53.68,18.81
2017-05-31,17.57,21.32,0,1.14,58.88,16.93
2017-06-01,17.82,21.88,0.94,2.26,58.42,20.37
2017-06-02,23.92,19.5,0,2.02,45.44,23.78
2017-06-03,23.36,19.74,0,2.12,45.46,23.97
2017-06-04,23.94,20.26,0,1.82,45.34,23.78
2017-06-05,23.57,21.92,0,1.42,42.1,23.26
2017-06-06,7.39,18.12,7.74,1.9,63.24,5.97
2017-06-07,3.44,16.94,11.16,1.6,90.74,2.48
2017-06-08,21.55,19.54,0,1.98,69.24,19.51
2017-06-09,18.17,20.48,0.32,2.48,71.78,15.78
2017-06-10,21.14,20.52,0.96,1.58,52.2,18.66
2017-06-11,24.95,20.9,0,1.56,44.92,24.36
2017-06-12,20.71,21,0.08,1.9,47.62,18.44
2017-06-13,18.33,19.64,4.42,1.6,71.38,17.17
2017-06-14,21.39,20.78,0,1.8,67.32,21.82
2017-06-15,22.66,22.2,0,1.64,63.9,21.92
2017-06-16,21.73,23.96,0,1.5,60.34,21.1
2017-06-17,21.8,23.14,0,1.6,55.22,21.43
2017-06-18,22.82,23.14,0,1.54,55.6,22.63
2017-06-19,19.99,23.42,0,1.3,55.68,19.76
2017-06-20,18.18,24.58,0,1.34,51.2,16.25
2017-06-21,21.03,24.34,0,2.04,55.3,22.07
2017-06-22,20.82,24.36,0,1.7,60.6,20.99
2017-06-23,21.51,25.44,1.08,1.4,57.98,22.28
2017-06-24,7.45,22.96,1.28,0.9,69.8,5.29
2017-06-25,15.31,22.72,0.76,1.26,75.96,15.18
2017-06-26,13.83,22.54,15.74,1.6,77.8,13.07
2017-06-27,18.6,23.78,2.84,1.56,74.06,18.83
2017-06-28,18.9,24.82,2.16,1.4,71.28,18.42
2017-06-29,20.03,24.92,0.08,1.42,68.96,18.02
2017-06-30,17.66,25.2,0,1.56,67.86,17.37
2017-07-01,10.51,24.06,11.46,1.36,77.88,7.98
2017-07-02,5.85,24.32,62.64,1.42,91.52,4.11
2017-07-03,6.93,24.48,22.96,2.36,88.28,3.94
2017-07-04,18.32,26.24,35.18,1.44,77.66,18.11
2017-07-05,19.55,26.48,0,1.08,71.66,18.99
2017-07-06,19.2,26.84,0,1.38,73.4,19.93
2017-07-07,6.81,25.68,21.04,1.74,86.62,5.21
2017-07-08,4.93,25.26,15.54,2,90.82,3.73
2017-07-09,10.19,25.72,25.78,1.04,87.86,9.89
2017-07-10,2.41,23.92,84.84,1.96,94.86,2.08
2017-07-11,15.69,25.94,5.04,1.52,82.42,16.1
2017-07-12,16.91,26.64,0,1.62,80.08,14.31
2017-07-13,18.42,26.12,0,1.06,78.5,18.07
2017-07-14,17.1,26.88,0.28,1.5,78.9,17.66
2017-07-15,5.58,24.24,48.26,1.48,92.18,2.78
2017-07-16,8.75,24.96,37.62,1.28,88.32,7.32
2017-07-17,8.98,25.72,0.38,1.2,85.62,7.97
2017-07-18,12.44,25.54,1.08,1.08,85.56,11.28
2017-07-19,17.58,27.24,0.02,1.04,78.38,18.48
2017-07-20,18.65,28.28,0,1.26,76.84,17.7
2017-07-21,12.25,28.38,1.2,1.36,82.06,10.63
2017-07-22,9.76,27.74,2.06,1.14,87.42,10.84
2017-07-23,2.82,26.36,44.14,1.38,93.18,2.01
2017-07-24,3.64,25.66,12.42,0.64,90.64,3.14
