일시,태양광 이용률,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계전천일사량(MJ/m2)
2022-04-09,20.42,16.32,0.34,2.12,51.36,19.31
2022-04-10,22.72,16.7,0,1.54,54.74,23.16
2022-04-11,22.2,18.5,0,1.4,64.66,22.46
2022-04-12,16.39,18.42,1.12,1.86,78.18,18.52
2022-04-13,5.14,11.52,8.3,2.22,75.54,1.67
2022-04-14,10.16,11.22,1.34,2.3,60.88,8.63
2022-04-15,24.25,11.56,0.08,1.78,56.08,24.91
2022-04-16,25.15,11.58,0,1.74,53.8,25.63
2022-04-17,24.35,12.48,0,1.54,54.18,24.93
2022-04-18,19.23,14.02,0,1.6,49.18,19.7
2022-04-19,23.46,13.46,0,1.52,55.2,24.6
2022-04-20,24.39,13.76,0,1.46,55.52,25.22
2022-04-21,18.8,14.5,0,1.78,57,19.29
2022-04-22,5.73,14.54,0,2.16,77.16,6.08
2022-04-23,20.34,15.96,0,1,62.64,20.71
2022-04-24,18.4,17.14,0.02,1.38,72.78,20.98
2022-04-25,10.55,19.08,1.6,0.76,80.94,10.33
2022-04-26,20.54,20.38,6.68,2.18,65.64,21.58
2022-04-27,24.23,16.54,0,1.86,34.32,25.42
2022-04-28,20.16,16.02,0.02,1.56,53.62,21.73
2022-04-29,14,11.9,15.82,2.06,74.02,11.1
2022-04-30,14.1,12.08,0,1.88,71.36,17.36
2022-05-01,25.06,12.12,0,2.42,61.34,26.36
2022-05-02,22.76,12.54,0,1.5,60.78,23.97
2022-05-03,24.95,13.02,0,1.58,55.2,26.7
2022-05-04,24.3,15.78,0,1.7,54.14,26.01
2022-05-05,25.33,16.98,0,1.38,59.84,27.26
2022-05-06,21.52,18.18,0,1.52,71.16,22.96
2022-05-07,19.54,17.56,0.04,1.98,58.16,20.77
2022-05-08,7.43,13.76,2.6,1.52,60.48,7.08
2022-05-09,25.74,16.24,0,1.24,63.4,28.14
2022-05-10,23.83,17.62,0,1.36,49.42,26.21
2022-05-11,21.92,18.52,0,1.44,54.86,22.81
2022-05-12,22.91,19.36,0,1.38,57.04,25.66
2022-05-13,14.04,17.42,0,1.54,58.56,15.79
2022-05-14,22.76,14.42,0,2.38,53.48,22.58
2022-05-15,25.8,14.5,0,1.9,47.12,28.74
2022-05-16,24.91,15.88,0,2.02,55.9,27.7
2022-05-17,23.63,18.5,0,1.64,61.7,26.37
2022-05-18,15.06,18.96,0.66,1.98,61.62,18.2
2022-05-19,18.59,19.1,0,1.8,54.84,18.86
2022-05-20,21.62,19.1,0,1.48,60.16,23.85
2022-05-21,21.39,19.24,0,1.7,72.56,24.84
2022-05-22,19.26,19.32,0,1.46,75.22,25.51
2022-05-23,21.65,21.1,0,1.4,71.52,25.57
2022-05-24,23.86,21.34,0,1.32,61.98,27.33
2022-05-25,19.44,19.7,7.68,1.76,70.98,21.37
2022-05-26,24.1,17.96,0.26,2.54,62.38,27.49
2022-05-27,23.67,19.16,0,2.32,64.38,28.58
2022-05-28,23.72,20.36,0,1.76,63.16,26.81
2022-05-29,19.85,21.22,0,1.14,67.14,21.94
2022-05-30,8.72,19.34,0.36,1.28,80.28,8.53
2022-05-31,23.58,18.76,0,1.52,54.58,27.26
2022-06-01,24.93,20.4,0,1.74,48.4,29.03
2022-06-02,22.48,19.86,0,1.44,69.8,26.04
2022-06-03,22.6,22.92,0,1.28,67.08,26.22
2022-06-04,16.91,23.36,0,1.26,62.66,18.04
2022-06-05,6.67,20.36,0.4,1.52,71.7,6.7
2022-06-06,14.65,17.86,11.42,1.9,75.26,13.72
2022-06-07,18.6,18.56,0,1.72,62.96,19.81
2022-06-08,19.77,19.96,0,1.44,66.2,19.56
2022-06-09,12.32,19.6,0.52,0.94,80.44,14.3
2022-06-10,14.41,20.06,1.12,1.12,80.84,16.93
2022-06-11,23.47,22.54,0,1.52,66.34,25.28
2022-06-12,21.04,22.88,0,1.44,64.78,22.93
2022-06-13,17.72,21.98,12.24,1.94,70.16,25.1
2022-06-14,16.2,20.24,0.28,2.58,59.7,17.95
2022-06-15,6.91,16.56,31.5,1.14,95.32,6.38
2022-06-16,16.18,19.62,2.1,1.34,81.4,15.28
2022-06-17,16.24,21.36,0,1.06,80.44,12.71
2022-06-18,8.64,22.7,0,0.9,82.98,8.87
2022-06-19,7.31,22.68,0.14,0.8,85.02,7.08
2022-06-20,16.44,24.22,0,0.82,78.6,16.45
2022-06-21,22.46,25.36,0.08,1.22,75.42,26.27
2022-06-22,18.01,24.72,0,1.28,75.48,19.79
2022-06-23,4.28,23.34,92.24,1.66,91.22,3.91
2022-06-24,12.74,23.32,11.96,2.4,84.4,14.35
2022-06-25,16.94,25.5,0,1.64,78.52,19.86
2022-06-26,6.19,25.9,0,1.84,81.3,7.17
2022-06-27,6.39,26.36,14.84,2.32,82.12,6.92
2022-06-28,5.02,27.14,3.46,4.6,73.88,8.93
2022-06-29,4.83,24.92,52.04,2.84,90.52,5.25
2022-06-30,4.05,22.24,196.12,1.24,97.58,4.8
2022-07-01,19.52,26.14,1.82,1.4,83.68,22.73
2022-07-02,21.26,27.1,0,0.78,78.82,25.34
2022-07-03,21.96,27.68,0,0.98,74.38,25.06
2022-07-04,17.93,27.88,0,1.02,77.04,18.76
2022-07-05,16.51,27.3,7,0.92,82.8,18.68
2022-07-06,15.5,27.96,13.26,1.16,83.12,18.29
2022-07-07,10.16,27.78,1.94,1.92,84.78,11.54
2022-07-08,9.85,25.52,1.56,1.58,87,16.26
2022-07-09,15.19,26.48,0.1,1.2,83.56,17.2
2022-07-10,20.05,27.78,0,0.96,77.6,23.79
2022-07-11,15.11,25.32,7.64,1.32,82.72,14.16
2022-07-12,13.08,25.7,0,1.18,80.92,14.12
2022-07-13,1.61,23.9,121.18,1.58,95.48,1.12
2022-07-14,14.7,24.875,1.64,1.54,88.3,14.71
2022-07-15,19.57,25.14,0,1.44,80.46,24.19
2022-07-16,14.23,23.84,7.9,1.22,88.52,22.39
2022-07-17,14.47,24.68,0,1.16,82.96,18.48
2022-07-18,13.59,25.12,0.04,1.1,83.26,11.8
2022-07-19,18.58,25.8,0.22,1.34,82.08,22.84
2022-07-20,15.65,26.1,0.56,1.18,81.26,19.6
2022-07-21,6.71,22.6,20.36,1.54,92.14,6.35
2022-07-22,14.94,23.94,10.66,1.02,88.8,16.41
2022-07-23,9.76,23.58,33.68,1.02,91.16,9.85
2022-07-24,10.01,24.28,3.8,1,91.84,10.2
2022-07-25,21.33,26.38,0,1.12,81.08,22.98
2022-07-26,20.45,27.12,0,0.86,81.3,24.15
2022-07-27,17.2,27,0,1.12,79.26,18.67
2022-07-28,20.93,27.42,0.06,1.5,76.24,24.62
2022-07-29,19.66,28.96,1.24,1.08,76.92,22.4
2022-07-30,19.17,28.88,1.2,1.66,77.28,21.65
2022-07-31,5.3,26.04,38.22,1.32,92.82,4.92
2022-08-01,12.37,27.66,35.52,1.56,86.76,15
2022-08-02,6.92,26.46,16.6,1.9,93.18,7.71
2022-08-03,11,27.04,48.72,1.62,90.58,14.34
2022-08-04,17.93,28.1,0.88,1.34,83.4,23.25
2022-08-05,16.52,28.22,0.22,1.36,85.12,18.26
2022-08-06,11.93,27.82,1.78,1,89.24,11.26
2022-08-07,9.95,28.3,0.12,1.56,85.68,12.36
2022-08-08,2.01,26.2,145.92,2,94.48,1.78
2022-08-09,3.09,25.06,143.06,1.72,96.3,3
2022-08-10,10.87,23.76,19.38,1.04,91.28,7.98
2022-08-11,7.42,24.18,51.56,0.86,94.66,5.56
2022-08-12,21.11,25.84,0,0.84,81.24,24.69
2022-08-13,4.46,24.18,5.52,0.78,94.38,4.73
2022-08-14,9.96,25.96,24.62,0.9,93.22,10.29
2022-08-15,7.93,27.52,12.74,3.18,86.28,11.97
2022-08-16,20.16,25.9,0,1.44,80,24.88
2022-08-17,16.11,24.12,7.24,0.96,87.38,17.92
2022-08-18,16.96,24.42,0,0.92,83.34,18.62
2022-08-19,6.63,24.76,28.78,1.46,91.78,7.09
2022-08-20,18.95,27.3,0.4,1.3,85.02,21.06
2022-08-21,19.05,26.58,0,0.88,82.36,20.09
2022-08-22,12.14,25.54,1.38,1.12,83.76,12.85
2022-08-23,13.11,23.86,2.68,0.94,85.94,12.27
2022-08-24,13,23.38,0,1.38,77,14.55
2022-08-25,5.95,21.18,0.88,0.74,87.38,6.22
2022-08-26,17.93,22.66,0,1.26,80.56,20.74
2022-08-27,23.6,20.74,2.88,1.7,65.78,25.39
2022-08-28,22.8,20.46,0,0.96,72.88,24.93
2022-08-29,5.24,19.58,1.94,1.06,85.68,5.45
2022-08-30,2.83,18.48,38.7,1.04,98.06,2.91
2022-08-31,9.32,20.7,0.88,0.8,90.46,6.47
2022-09-01,21.23,22.28,0,0.8,81.54,22.64
2022-09-02,20.96,23,0,1.52,71.24,22.19
2022-09-03,15.89,22.64,0,1.7,71.84,18.07
2022-09-04,3.77,21.96,25.7,1.58,90.22,4.17
2022-09-05,1.32,19.38,115.98,1.44,97.9,0.94
2022-09-06,17.59,20.42,38.16,2.2,80.04,19.2
2022-09-07,21.19,20.48,0,0.96,75.9,21.36
2022-09-08,21.65,20.7,0,0.68,78.64,22.63
2022-09-09,20.38,21.68,0,0.82,76.42,21.7
2022-09-10,16.67,21.1,0,1.12,68.84,16.76
2022-09-11,8.97,21.64,0.02,0.88,80.4,9.67
2022-09-12,12.95,22.34,0,0.54,85.82,12.45
2022-09-13,8.06,23.06,0.02,0.9,83.86,6.12
2022-09-14,9.85,23.32,0.04,1.9,63.36,10.31
2022-09-15,12.63,23.78,0,1.74,73.78,12.63
2022-09-16,11.79,24.925,4.92,1.78,81.28,13.02
2022-09-17,12.93,24.9,4.32,0.78,87.96,13.46
2022-09-18,13.72,25.56,0,1.28,81.22,13.82
2022-09-19,17.68,23.28,0,2.44,67.5,16.29
2022-09-20,17.24,17.84,0,1.12,67.5,16.62
2022-09-21,21.05,16.86,0,0.92,71.7,21.27
2022-09-22,18.37,17.48,0,0.96,73.2,18.03
2022-09-23,15.04,16,2.08,1.68,76.6,15.53
2022-09-24,20.94,16.14,0,0.92,72.56,20.23
2022-09-25,16.15,16.96,0,0.72,75.32,15.88
2022-09-26,17.48,17.34,0,0.6,74.32,17.41
2022-09-27,20.29,18.02,0,0.54,76.98,20.18
2022-09-28,13.59,18.02,0,0.56,83.32,14.12
2022-09-29,15.31,17.94,0,0.6,84.42,15.33
2022-09-30,16.94,17.82,0,0.64,82.38,18.29
2022-10-01,15.17,18.12,0,0.52,81.74,13.57
2022-10-02,4.67,17.74,15.82,1.16,87.72,5.85
2022-10-03,1.66,20.58,61.86,1.44,97.92,0.99
2022-10-04,6.51,17.92,21.88,1.56,88.78,12.02
2022-10-05,13.21,15.54,0.18,1.06,79.7,14.65
2022-10-06,9.96,15.14,0.02,1.04,80.12,10.72
2022-10-07,14.21,13.52,0,1.42,76.6,16.89
2022-10-08,18.23,13.68,0,1.02,75.56,16.65
2022-10-09,2.89,12.34,19.42,1.08,90.12,2.34
2022-10-10,8.11,9.34,4.7,2.62,78.22,7.54
2022-10-11,18.58,10.26,0,1.28,74.1,17.61
2022-10-12,17.89,11.18,0,0.68,82.48,17.43
2022-10-13,18.47,13.82,0,0.6,80.46,17.39
2022-10-14,13.42,14.98,0,0.52,83.36,13.3
2022-10-15,16.22,16.1,0,0.54,78.9,15.34
2022-10-16,5.32,15.22,0.12,0.6,87.24,5.8
2022-10-17,20.03,10.86,0,2.12,53.84,17.7
2022-10-18,19.43,7.5,0,1.04,64.66,17.14
2022-10-19,18.81,7.84,0,0.74,70.32,16.41
2022-10-20,18.09,10.16,0,0.66,74.92,15.96
2022-10-21,14.65,11.38,0,0.7,77.64,13.36
2022-10-22,15.25,13.32,0,0.82,81.3,14.44
2022-10-23,14.71,12.88,0,1.36,66.68,14.33
2022-10-24,16.84,9.32,0,1.24,60.06,15.51
2022-10-25,17.44,9.4,0,0.88,66.32,15.46
2022-10-26,14.76,10.48,0,0.64,69.86,12.77
2022-10-27,15.07,11.2,0,0.84,78.02,13.47
2022-10-28,13.64,11.76,0,0.62,79.14,13.68
2022-10-29,15.21,12.28,0,0.64,75.74,13.54
2022-10-30,14.78,12.54,0,0.62,74.74,13.27
2022-10-31,13.76,12.88,0,0.74,76.08,13.16
2022-11-01,9.92,11.4,0,0.74,80.08,10.16
2022-11-02,15.6,8.78,0,0.74,68.3,14.33
2022-11-03,4.77,7.94,0,1,66.44,5.31
2022-11-04,16.91,4.1,0,1.4,44.94,14.35
2022-11-05,16.6,4.44,0,0.8,57.36,14.2
2022-11-06,15.35,7.16,0,0.64,65.42,13.76
2022-11-07,9.81,9.1,0,0.72,70.48,8.77
2022-11-08,11.77,10.28,0.04,0.68,76.74,10.4
2022-11-09,9.77,9.14,0,0.58,83.22,9.91
2022-11-10,10.74,10.82,0,0.48,82.34,10.31
2022-11-11,12.44,12.84,0,0.68,74.02,11.29
2022-11-12,7.22,14.38,32.44,1.22,84.94,6.41
2022-11-13,2.54,10.06,0.06,1.62,88.62,2.63
2022-11-14,8.3,8.78,0,1.14,79.68,8.3
2022-11-15,7.87,5.96,2.08,0.8,87.16,5.46
2022-11-16,10.72,6.6,0,0.62,83.88,11.28
2022-11-17,12.91,7.8,0,0.56,78.4,10.99
2022-11-18,13.48,8.1,0,0.54,79.46,11.43
2022-11-19,12.46,10,0,0.92,71.58,10.18
2022-11-20,12.58,11.28,0,0.6,71.98,11.01
2022-11-21,7.8,9.68,0,0.56,81.3,8.27
2022-11-22,5.35,8.68,0.12,0.54,82.82,4.53
2022-11-23,12.25,10.2,0,1.2,66.52,10.72
2022-11-24,10.33,7.1,0,0.54,75.84,9.51
2022-11-25,10.81,10.44,0.9,1.78,70.92,9.95
2022-11-26,13.31,5.86,0.34,1.7,61.64,10.71
2022-11-27,11.89,3.36,0,0.8,55.9,10.33
2022-11-28,3.58,9.1,25.34,1.12,80.84,4.21
2022-11-29,5.24,6.88,3.06,2.62,64.28,4.8
2022-11-30,13.87,-5.16,0,2.96,46.34,11.35
2022-12-01,13.08,-5.7,0,1.26,49.88,10.35
2022-12-02,13.77,-4.34,0,0.74,56,11.07
2022-12-03,4.92,0.56,0.66,1,75.8,5.19
2022-12-04,7.23,-3.34,0,1.84,39.34,6.21
2022-12-05,13.54,-3.72,0,1.14,45.52,10.48
2022-12-06,6.38,-1.9,1,0.86,78.64,6.7
2022-12-07,8.92,2.12,0.24,1.32,74.78,6.81
2022-12-08,12.19,0.92,0,0.54,67.6,9.82
2022-12-09,7.6,1.42,0.06,0.68,74.8,7.27
2022-12-10,7.39,-0.4,0,0.6,69.46,6.05
2022-12-11,12.42,-0.62,0,0.64,66.28,10.25
2022-12-12,6.54,-0.02,2.12,0.72,81.42,5.98
2022-12-13,4.18,-0.56,1.78,2.44,79.34,3.86
2022-12-14,7.94,-8.48,0,2.22,52.84,10.14
2022-12-15,1.5,-5.92,2.16,1.14,84.36,2.67
2022-12-16,3.08,-7.2,0,1.16,61.32,7.12
2022-12-17,5.63,-8.04,0.18,1.56,58.72,9.85
2022-12-18,8.24,-10.24,0,1.52,53.42,10.8
2022-12-19,7.45,-9.1,0,0.76,67.2,9
2022-12-20,9.39,-5.54,0,0.7,68.48,10.69
2022-12-21,0.68,-1.36,4.56,1.02,87.66,2.58
2022-12-22,3.28,-8,0,3.18,61.18,9.91
2022-12-23,4.08,-12.1,0,2.78,60.12,9.84
2022-12-24,6.97,-10.98,0,0.7,67.38,10.49
2022-12-25,8.55,-8.48,0,0.56,75.86,10.67
2022-12-26,6.98,-7.34,0,0.5,77.86,7.69
2022-12-27,10.13,-5.98,0,0.56,78.74,10.07
2022-12-28,10.49,-4.86,0.28,1.32,65.46,10.61
2022-12-29,11.42,-5.44,0,0.7,65.1,9.28
2022-12-30,10.62,-3.8,0.08,0.9,73.1,10.46
2022-12-31,5.24,-4.26,0,0.42,79.84,5.37
2023-01-01,12.17,-2.34,0,1.28,59.18,11.14
2023-01-02,13.48,-5.82,0,1.22,51.84,11.09
2023-01-03,13.44,-7.12,0,0.82,59.8,11.11
2023-01-04,12.49,-4.56,0,0.68,62.28,10.12
2023-01-05,8.26,-4.78,0,0.46,71.56,5.26
2023-01-06,8.76,-1.96,3.22,0.78,78.72,8.01
2023-01-07,4.93,0.28,0.64,1.14,87.24,7.01
2023-01-08,8.69,-1.36,0,0.46,81.94,9.49
2023-01-09,11.07,1.98,0,1.38,65.02,9.76
2023-01-10,13.13,-1,0,0.58,72.22,10.85
2023-01-11,12.32,-0.62,0,0.52,75.24,10.18
2023-01-12,12.36,2.52,0.04,0.52,62.82,10.52
2023-01-13,1.22,5.2,28.5,0.76,99.22,1.2
2023-01-14,1.3,4.66,3.68,0.92,97.1,1.33
2023-01-15,0.25,-0.7,4.72,1.02,95.68,0.81
2023-01-16,7.45,-4.9,0,1.04,72.48,10
2023-01-17,4.92,-5.1,0,0.54,76.42,6.86
2023-01-18,11.41,-3.24,0,0.82,69.04,12.48
2023-01-19,9.85,-1.84,1.58,1.2,73.44,9.21
2023-01-20,11.36,-3.4,0.46,2.68,54.3,12.51
2023-01-21,12.42,-6.16,0,0.68,63.64,11.81
2023-01-22,4.43,-1.68,0.14,0.76,66.06,4.56
2023-01-23,10.33,-1.36,0.02,1.62,68.88,10.44
2023-01-24,16,-14.06,0,3.64,47.92,13.66
2023-01-25,16.3,-12.62,0,1.04,49.98,13.56
2023-01-26,1.72,-7.16,0.64,0.72,79.38,3.12
2023-01-27,12.68,-8.1,0,2.28,58.58,13.68
2023-01-28,14.82,-6.62,0.08,1.58,54.5,11.9
2023-01-29,10.84,-3.22,0.08,1.72,63.84,10.34
2023-01-30,16.28,-2,0,1.24,55.8,13.06
2023-01-31,9.58,0.82,0,1.44,70.62,11.61
2023-02-01,14.31,1.08,0,2.04,64.02,12.74
2023-02-02,11.45,-2.94,0,1,53.94,9.96
2023-02-03,14.21,-2.3,0,1.1,51.66,12.29
2023-02-04,14.55,-2.34,0,0.98,63.98,12.38
2023-02-05,12.68,-1.08,0,0.78,76.14,11.79
2023-02-06,11.4,0.56,0,0.56,75.32,11.01
2023-02-07,10.11,1.12,0,0.78,76,9.27
2023-02-08,15.06,0.32,0,1.1,67.44,13.29
2023-02-09,13.23,2.56,0,1.4,55.82,12.21
2023-02-10,6.57,2.76,0.58,1.1,84.04,6.14
2023-02-11,9.73,0.24,0,0.62,84.04,10.05
2023-02-12,7.91,1.8,0,0.86,75.84,8.29
2023-02-13,7.07,4.98,0,1.26,67.74,6.94
2023-02-14,16.22,1.18,0,1.42,58.18,15.18
2023-02-15,15.26,1.8,0,1.26,53.92,14.08
2023-02-16,8.4,1.06,0,1.46,69.24,8.03
2023-02-17,14.92,1.56,0,0.68,71.36,13.44
2023-02-18,2.93,4.04,0,0.52,64.34,3.96
2023-02-19,15.17,3.06,0.14,2.3,56.44,14.65
2023-02-20,20.12,-0.96,0,2.32,46.74,17.44
2023-02-21,19.73,-1.92,0,1.1,46.64,17.41
2023-02-22,18.25,-0.2,0,1.04,57.84,16.49
2023-02-23,16.59,2.04,0,1.14,65.16,14.86
2023-02-24,18.2,2.42,0,1.82,56.6,16.75
2023-02-25,20.02,0.32,0,1.62,44.2,17.92
2023-02-26,20.03,0.92,0,1.02,48.58,18.16
2023-02-27,19.67,2.42,0,1,55.56,18.29
2023-02-28,14.43,3.16,0,1.26,66.02,17.09
2023-03-01,9.54,5.3,0,2,54.5,8.99
2023-03-02,20.51,1.94,0,2.36,35.175,18.93
2023-03-03,15.94,2.86,0,1.3,67.28,17.56
2023-03-04,15.05,5.82,0,0.98,71.12,15.14
2023-03-05,17.44,5.92,0,0.98,59.28,16.95
2023-03-06,18.82,6.44,0,1.08,49.85,18.34
2023-03-07,15.65,9.52,0,1.22,64.16,16.67
2023-03-08,7.9,9.78,2.64,1.32,74.24,10.66
2023-03-09,8.88,9.86,0.84,1.4,81.84,9.43
2023-03-10,16.71,11.26,0,1.02,66.06,16.71
2023-03-11,15.89,13.42,0,1.3,54.34,16.57
2023-03-12,3.84,5.4,5.82,2.78,69,4.8
2023-03-13,21.78,2.58,0,2.22,36.58,20.37
2023-03-14,19.83,7.64,0,1.98,48.96,20.18
2023-03-15,8.72,7.72,0.02,2.1,66.8,12.49
2023-03-16,17.98,4.38,0,1.76,35.52,16.57
2023-03-17,15.57,6.12,0,1.02,38.86,15.48
2023-03-18,19.53,7.38,0,1.6,46.38,18.78
2023-03-19,20.71,6.66,0,1.32,61.42,20.37
2023-03-20,18.91,7.44,0,0.98,53.54,18.4
2023-03-21,20.87,10.66,0,0.82,43.56,21.21
2023-03-22,16.4,15.04,0,1,47.9,17.66
2023-03-23,12.06,16,0.36,1.56,57.6,12.53
2023-03-24,13.2,11.52,0,1.56,48.1,14.71
2023-03-25,14.18,11.38,0,1.74,62.12,12.48
2023-03-26,23.01,9.22,0,2.34,35.1,23.27
2023-03-27,22.16,6.08,0,1.44,43.58,22.37
2023-03-28,16.49,7.56,0,1.16,54.86,17.08
2023-03-29,20.37,9.92,0,1.24,53.84,21.23
2023-03-30,21.66,11.7,0,1.34,44.1,22.69
2023-03-31,21.17,13.12,0,1.14,46.36,22.03
2023-04-01,20.18,15.3,0,1.06,44.48,21.67
2023-04-02,21.72,16.6,0,1.66,34.16,23.41
2023-04-03,21.17,16.58,0,1.48,35.06,22.77
2023-04-04,11.3,16.2,6.26,1.64,43.94,13.34
2023-04-05,1.83,11.84,42.34,2.2,95.22,1.85
2023-04-06,2.37,8.72,2.94,1.74,94.28,2.54
2023-04-07,20.27,8.24,0,2.24,63.8,23.36
2023-04-08,24.87,7.74,0,2.18,52.44,25.2
2023-04-09,24.45,9.42,0,1.68,59.88,25.12
2023-04-10,21.61,11.88,0,1.9,53.46,22.46
2023-04-11,3.22,12.55,3.22,2.9,75.075,3.05
2023-04-12,23.64,9.28,0,2.04,46.92,24.5
2023-04-13,16.09,10.8,0,1.06,45.3,15.19
2023-04-14,15.8,14.64,0,1.1,59,20.17
2023-04-15,8.25,12.2,3.58,1.22,86.02,9.84
2023-04-16,14.7,10.56,0.34,1.64,70.48,15.44
2023-04-17,17.04,12.1,0,1.16,61.2,19.84
2023-04-18,8.34,13.04,2.1,1.3,82.94,8.53
2023-04-19,23.85,18.28,0,1.48,65.46,26.85
2023-04-20,6.74,16.3,0.24,1.58,88,9.22
2023-04-21,19.68,16.82,0,1.88,47.76,20.5
2023-04-22,18.73,15.46,0,1.42,26.72,21.27
2023-04-23,17.22,14.5,0,1.2,42.14,16.33
2023-04-24,18.61,14.72,0,1.78,47.26,20.14
2023-04-25,6.73,9.32,1.4,0.98,78.66,7.96
2023-04-26,14.96,9.58,0.1,2.18,72.46,15.19
2023-04-27,23.84,11.4,0,1.16,66.24,26.05
2023-04-28,20.62,14.42,1.42,1.44,65.2,22.11
2023-04-29,4.53,12.78,14.86,2.18,89.18,5.3
2023-04-30,19.69,12.5,0.1,2.22,70.06,23.6
2023-05-01,23.02,13.8,0,1.62,60.86,25.61
2023-05-02,19.88,15.04,0,1.06,53.2,22.05
2023-05-03,22.82,17.98,0,1.36,57.54,26.04
2023-05-04,16.29,20.24,0,1.38,68.9,18.19
2023-05-05,2.25,17.8,38.4,1.7,96.06,2.8
2023-05-06,4.45,12.18,39.08,2.52,84.92,5.05
2023-05-07,10.52,12.4,0.8,1.36,61.3,9.17
2023-05-08,24.62,13.38,0,1.24,62.66,26.55
2023-05-09,24.54,15.24,0,1.34,63.32,27.72
2023-05-10,22.39,16.64,0,1.04,61.08,23.38
2023-05-11,23.72,17.76,0,1.28,57.92,27.24
2023-05-12,18.86,16.84,0,1.04,60.94,20.94
2023-05-13,21.34,16.68,0.06,1.22,66.3,25.47
2023-05-14,21.94,16.74,0,1.26,65.32,27.2
2023-05-15,22.97,18.86,0,1.32,62.78,27.05
2023-05-16,23.36,21.78,0,1.5,61.52,27.2
2023-05-17,22.83,21.82,0,2.16,66.36,27.62
2023-05-18,12.68,19.88,0.56,1.36,77.94,9.84
2023-05-19,19.39,20.32,0,1.42,69.02,20.45
2023-05-20,21.77,19.94,0,1.9,72.06,24.9
2023-05-21,17.29,17.9,0.14,2.06,71.54,16.32
2023-05-22,18.83,18.74,1.62,1.22,63.38,19.87
2023-05-23,24.34,18.36,0,1.12,59.14,26.38
2023-05-24,18.26,18.6,0,1.04,61.64,18.6
2023-05-25,23.03,19.8,0,1.36,54.5,27
2023-05-26,21.83,20.1,0.2,1.3,62.18,26.27
2023-05-27,4.03,17.92,24.56,0.72,92.54,3.69
2023-05-28,2.37,18.92,31.44,1.06,98.84,1.73
2023-05-29,13.86,22.34,6.18,0.82,86.16,10.38
2023-05-30,15.5,22.02,3.12,1.32,76.98,16.59
2023-05-31,22.29,21.44,0,1.54,67.2,25.83
2023-06-01,14.17,21.56,0,0.92,74.6,15.63
2023-06-02,16.55,20.1,0,1.5,79.82,14.94
2023-06-03,25.04,21.12,0,1.82,62.52,30.08
2023-06-04,22.52,20.96,0,1.6,61.92,24.23
2023-06-05,21.45,20.34,0,1.96,69.4,25.83
2023-06-06,19.14,19.78,0.06,1.56,73.86,25.11
2023-06-07,12.64,20.68,0.06,1.42,78.44,11.57
2023-06-08,10.41,20.2,14.94,1.48,82.16,10.42
2023-06-09,22.54,21.62,4.94,1.2,72.12,27.07
2023-06-10,16.11,21.66,5.24,1.44,75.22,20.36
2023-06-11,18.58,21.14,3.28,1.2,80.82,23.09
2023-06-12,18.12,21.26,0,1.04,79.16,21.74
2023-06-13,22.25,21.2,0.14,1.4,74.18,29.35
2023-06-14,21,20.54,0.68,1.14,76.24,24.78
2023-06-15,20.65,21.6,0.48,1.24,75.22,19.51
2023-06-16,24.08,22.74,0,1.34,70.64,29.06
2023-06-17,22.65,23.14,0,1.24,64.92,26.76
2023-06-18,22.49,24.48,0,1.02,68.42,27.54
2023-06-19,20.68,26.48,0,1.22,67.54,25.01
2023-06-20,7.39,23.1,7.36,1.1,74.18,6.96
2023-06-21,6.15,19.78,26.86,1.22,95.16,6.76
2023-06-22,17.41,21.68,1.58,1.34,82.42,23.67
2023-06-23,18.75,23.2,0,0.78,81.34,20.8
2023-06-24,21.92,24.96,0,0.94,76.8,24.95
2023-06-25,19.69,26.34,0,1.12,72.06,22.4
2023-06-26,4.14,23.38,37.8,1.76,91.5,4.15
2023-06-27,17.26,24.36,2.86,1.96,80.16,21.46
2023-06-28,16,25.18,0.04,1.4,81.42,18.45
2023-06-29,2.43,23.76,60.4,1.3,96.58,2.92
2023-06-30,14.12,25.04,9.08,1.02,88.86,11.19
2023-07-01,21.25,26.68,0,1.12,81.16,26.18
2023-07-02,16.42,25.6,0,0.94,84.34,20.65
2023-07-03,20.87,27.34,0,0.96,78.66,26.16
2023-07-04,8.46,24.82,44.48,1.78,90.62,5.82
2023-07-05,16,23.86,21.16,2.8,85.26,17.62
2023-07-06,19.62,26.16,0,1.9,76.1,24.51
2023-07-07,17.05,24.8,0,1.66,75.34,21.34
2023-07-08,14,24.44,0.48,1.28,84.04,14.19
2023-07-09,9.24,24.12,23.14,1.34,89.02,9.14
2023-07-10,17.21,26.08,13.18,1.52,83.14,20.34
2023-07-11,3.83,22.52,64.18,0.94,95.46,3.64
2023-07-12,12.13,25,1.88,0.68,90.32,15.58
2023-07-13,3.18,24.52,55.4,1.04,96.98,2.97
2023-07-14,1.66,24.4,79,1.92,98.2,1.61
2023-07-15,3.28,23.94,14.72,1.68,95.5,3.94
2023-07-16,6.93,23.84,0.68,1.04,92.46,7.04
2023-07-17,8.92,24.24,9.92,0.88,93.72,10.7
2023-07-18,7.35,23.96,25.84,0.82,94.68,6.08
2023-07-19,20.55,25.82,0,0.92,83.58,24.57
2023-07-20,19.45,26.26,0,0.9,82.4,24.11
