일시,태양광 이용률,일강수량(mm),평균 상대습도(%),합계전천일사량(MJ/m2)
2020-04-07,20.16,0,64.36,20.23
2020-04-08,25.52,0,42.66,24.6
2020-04-09,23.79,0,54.8,23.12
2020-04-10,18.53,0,60.74,20.25
2020-04-11,18.61,0,68.06,19.29
2020-04-12,17.17,0.02,64.94,17.79
2020-04-13,24.43,0,45.04,24.81
2020-04-14,24.4,0,48.04,25.28
2020-04-15,20.38,0,49.06,20.45
2020-04-16,21.73,0,49.96,22.7
2020-04-17,5.92,8.62,86.4,6.6
2020-04-18,23.26,0.52,74.38,24.01
2020-04-19,5.73,9.6,83.36,5.26
2020-04-20,8.05,0.38,83.26,9.18
2020-04-21,23.04,0.12,54.52,23.57
2020-04-22,19.17,0,49.62,19.79
2020-04-23,24.35,0,52.02,24.34
2020-04-24,24.79,0,60.34,25.67
2020-04-25,17.26,0,62.24,20.14
2020-04-26,24.78,0,53.74,26.47
2020-04-27,20.52,0.44,59.6,26.22
2020-04-28,24.63,0,58.56,26.04
2020-04-29,23.38,0,58.4,25.25
2020-04-30,22.12,0,68.56,24.35
2020-05-01,17.57,0.04,80.06,19.2
2020-05-02,8.63,0.1,87.5,12.21
2020-05-03,15.63,0.14,79.12,20.12
2020-05-04,21.56,0,71.86,24.51
2020-05-05,9.45,1.14,81.36,7.35
2020-05-06,23.95,0,63.34,26.58
2020-05-07,21.3,0,40.7,23.41
2020-05-08,19.27,3.48,45.84,20.96
2020-05-09,2.51,31.88,98,2.24
2020-05-10,7.67,0.9,94.82,7.24
2020-05-11,21.19,1.3,67.88,21.98
2020-05-12,16.52,1.82,77.48,18.02
2020-05-13,26.38,0,57.7,28.2
2020-05-14,19.03,0,51.32,21.01
2020-05-15,3.19,12.32,90.96,2.46
2020-05-16,8.83,1.02,93.64,7.46
2020-05-17,16.78,0.04,85.02,16.84
2020-05-18,14.43,39.2,87.58,16.02
2020-05-19,12.16,7.9,82.18,13.03
2020-05-20,20.98,0,73.16,18.34
2020-05-21,21.33,0.02,70.48,21.44
2020-05-22,13.99,0,79.84,14.46
2020-05-23,20.67,0.12,74.82,23.46
2020-05-24,13.09,13.24,87.26,12.36
2020-05-25,12.89,0,88.34,12.52
2020-05-26,15.82,1.44,85.14,18.7
2020-05-27,25.48,0,72.7,28.74
2020-05-28,19.94,0,73.58,23.89
2020-05-29,25,0,72,27.93
2020-05-30,24.37,0,65.74,28.1
2020-05-31,18.42,0.32,70.86,20.61
2020-06-01,25.29,0.42,67.38,28.5
2020-06-02,8.99,1.84,75.76,8.13
2020-06-03,20.59,0.08,78.54,21.92
2020-06-04,18.46,0.08,83.08,18.6
2020-06-05,19.82,0,75.26,18.95
2020-06-06,21.38,0,70.84,22.16
2020-06-07,19.85,0,75.54,21.25
2020-06-08,22.12,0,72.02,25.46
2020-06-09,22.64,0,62.9,26.45
2020-06-10,17.48,6.98,72.22,19.9
2020-06-11,22.37,0.22,73.76,25.81
2020-06-12,10.62,0.02,81.74,9.6
2020-06-13,23.44,2,68.14,25.69
2020-06-14,19.08,1.68,77.68,21.31
2020-06-15,22.89,0,68.34,24.33
2020-06-16,22.05,0,69.94,24.39
2020-06-17,19.75,0,71.52,20.95
2020-06-18,10.95,0,74.92,11.8
2020-06-19,19.57,0.28,70.08,19.67
2020-06-20,22.22,0,73.12,25.22
2020-06-21,22.85,0,69.88,26.02
2020-06-22,23.71,0,63.8,26.75
2020-06-23,15.64,0,67.6,16.41
2020-06-24,2.74,35.74,90.48,2.72
2020-06-25,5.54,7.42,95.58,6.78
2020-06-26,15.04,1.56,85.96,16.95
2020-06-27,18.52,0,79.56,22.13
2020-06-28,22.17,0,78.46,25.54
2020-06-29,8.5,14.04,86.06,8.35
2020-06-30,6.77,37.9,87.22,7.34
2020-07-01,9.35,0.6,88.7,9.79
2020-07-02,20.44,0.12,80.22,20.77
2020-07-03,17.36,0.22,77.48,21.47
2020-07-04,21.12,0.64,75.96,22.25
2020-07-05,19.38,0,78.4,21.38
2020-07-06,18.64,0,77.28,19.2
2020-07-07,13.64,0,81.74,14.87
2020-07-08,20.69,0,80.5,21.79
2020-07-09,20.48,0,74.66,24.97
2020-07-10,10.61,15.3,81.18,16.85
2020-07-11,16.96,0.02,71.68,17.79
2020-07-12,6.83,3.28,82.12,5.01
2020-07-13,3.98,35.9,94.98,3.5
2020-07-14,11.1,13.34,81.6,10.86
2020-07-15,20.35,0.44,78.2,22.88
2020-07-16,20.86,0.02,80.96,24.73
2020-07-17,20.98,1.22,83.86,20.08
2020-07-18,17.03,1.6,82.66,20.33
2020-07-19,5.93,19.08,88.4,7.47
2020-07-20,5.33,2.9,91.56,5.22
2020-07-21,18.52,0.06,82.84,20.54
2020-07-22,5.34,35.96,95.26,4.08
2020-07-23,2.49,88,96.48,2.56
2020-07-24,9.24,4.1,79.12,8.93
2020-07-25,14.65,0.02,73.78,16.91
2020-07-26,15.17,0.22,78.76,13.79
2020-07-27,8,2.4,92.84,6.4
2020-07-28,8.75,1.38,91.04,6.77
2020-07-29,5.4,50.2,97.58,
2020-07-30,12.57,13.1,91.94,13.38
2020-07-31,14.1,2.24,90.38,12.4
2020-08-01,6.66,58.92,96,8.22
2020-08-02,3.42,84.04,98.94,3.54
2020-08-03,2.73,67.46,98.26,2.98
2020-08-04,9.01,21.9,93.56,9.52
2020-08-05,6.49,31.92,96.92,7.72
2020-08-06,7.16,93.18,94.74,8.39
2020-08-07,6.67,0.48,94.4,6.25
2020-08-08,6.55,16.54,95.2,3.7
2020-08-09,2.21,109.02,98.68,2.71
2020-08-10,7.09,25.2,95.78,9.64
2020-08-11,5.77,38.62,97.16,7.12
2020-08-12,11.77,0,91.94,9.03
2020-08-13,9.54,0.06,89.92,10.08
2020-08-14,6.83,2.16,90.88,7.38
2020-08-15,4.36,39.86,98,4.69
2020-08-16,13.49,0,88.58,15.84
2020-08-17,14.85,0,86.76,19.08
2020-08-18,16.71,0,86.08,21.13
2020-08-19,18.8,0,85.32,21.87
2020-08-20,16.5,0,85.54,21.88
2020-08-21,12.37,9.98,89.66,15.46
2020-08-22,8.2,18.3,92.46,7.4
2020-08-23,18.47,0.02,87,20.91
2020-08-24,18.47,0,83.28,21.5
2020-08-25,19,0,80.72,20.84
2020-08-26,15.89,0.48,76.08,17.14
2020-08-27,8.23,11.14,86.92,7.85
2020-08-28,11.4,14.26,92.18,12.22
2020-08-29,9.31,14.2,94.64,7.69
2020-08-30,12.37,10.3,92.2,11.96
2020-08-31,11.79,0.06,83.94,13.94
2020-09-01,13.32,0.1,82.96,9.55
2020-09-02,3.13,29.08,98.26,3.3
2020-09-03,12.89,36.1,84.56,14.63
2020-09-04,21.17,0.56,75.88,20.15
2020-09-05,12.33,0,83.14,13.12
2020-09-06,7.08,8.62,87.9,7.11
2020-09-07,3.6,43.42,93.66,3.82
2020-09-08,17.95,0.1,76.86,20.01
2020-09-09,11.29,25,92.84,8.87
2020-09-10,15.85,1.62,88.1,13.92
2020-09-11,11.24,1.98,82.68,9.93
2020-09-12,7.22,8.74,89.96,7.47
2020-09-13,20.41,0,78.12,20.19
2020-09-14,15.82,0,87.82,17.45
2020-09-15,16.69,0,85.22,17.1
2020-09-16,6.8,2.82,92.94,8.09
2020-09-17,8.42,0,84.4,8.18
2020-09-18,18.99,0.24,77.04,21.21
2020-09-19,17.29,4.04,75.76,17.41
2020-09-20,21.92,0,71.12,20.68
2020-09-21,19.16,0,75.9,18.27
2020-09-22,20.27,0,70.7,19.81
2020-09-23,15.31,0,69.66,13.29
2020-09-24,16.98,0,67.04,18.27
2020-09-25,15.47,0,71.72,15.46
2020-09-26,17.51,0,71.68,16.99
2020-09-27,20.3,0,76.94,18.7
2020-09-28,19.65,0,79.26,18.57
2020-09-29,14.33,0,81.3,14.2
2020-09-30,14.42,1.74,84.06,13.02
2020-10-01,13.01,0,81.38,11.81
2020-10-02,9.19,0.98,85.66,10.2
2020-10-03,11.53,6.62,84.06,10.71
2020-10-04,12.4,0.32,74.68,13.2
2020-10-05,20.36,0,66.02,15.6
2020-10-06,20.66,0,70.52,18.31
2020-10-07,16.51,0,68.84,15.4
2020-10-08,20,0,64.82,18.2
2020-10-09,19.62,0,64.22,17.82
2020-10-10,16.58,0,73.26,15.44
2020-10-11,11.95,0,80.32,10.1
2020-10-12,12.27,0,81.5,12.95
2020-10-13,14.61,0,71.52,13.26
2020-10-14,12.62,0,62.28,12.84
2020-10-15,15.27,0,61.94,14.48
2020-10-16,5.47,0,82.94,6.06
2020-10-17,17.24,0.06,76.72,15.98
2020-10-18,17.21,0,78.92,14.46
2020-10-19,16.25,0,82.52,14.54
2020-10-20,16.3,0,77.88,14.52
2020-10-21,4.63,0,84.44,4.83
2020-10-22,11.4,0,72.6,10.24
2020-10-23,19,0,58.02,16.09
2020-10-24,18.88,0,56.14,15.89
2020-10-25,15.25,0,73.5,13.78
2020-10-26,14.85,0,81.06,12.77
2020-10-27,12.93,0,82.58,12.11
2020-10-28,15.57,0,59.1,14.28
2020-10-29,16.2,0,58.12,14.19
2020-10-30,16.09,0,60.68,13.83
2020-10-31,12.02,0,71.62,11.58
2020-11-01,1.63,3.48,93.42,1.29
2020-11-02,16.2,0.12,67.08,13.7
2020-11-03,16.7,0.68,49.5,14.23
2020-11-04,17.77,0,49.8,14.52
2020-11-05,14.43,0,68.36,12.11
2020-11-06,5.34,0,69.98,4.67
2020-11-07,12.42,0,72,11.01
2020-11-08,17.14,0,46.48,13.76
2020-11-09,13.36,0,47.7,10.76
2020-11-10,15.8,0,62.24,12.74
2020-11-11,15,0,66.06,12.03
2020-11-12,14.6,0,67.84,11.65
2020-11-13,10.03,0,77.6,7.81
2020-11-14,13.04,0,76.58,11
2020-11-15,10.41,0,83.8,9.66
2020-11-16,11.42,0,81.12,9.81
2020-11-17,5.33,0.16,76.78,5.65
2020-11-18,2.72,9.8,94.4,2.89
2020-11-19,0.76,41.22,89.34,0.45
2020-11-20,2.38,0,76.96,2.15
2020-11-21,12.57,0.18,75.18,10.74
2020-11-22,3.02,2.86,82.34,2.88
2020-11-23,15.06,0,67.68,11.72
2020-11-24,8.58,0,66.12,8.6
2020-11-25,10.67,0,76.16,10.46
2020-11-26,12.08,0,76.74,9.14
2020-11-27,8.52,0,69.32,7.68
2020-11-28,14.42,0,55.18,10.95
2020-11-29,6.88,0,68.44,4.83
2020-11-30,13.47,0,64.88,10.99
2020-12-01,13.15,0,55.7,10.47
2020-12-02,8.24,0,48.5,8.1
2020-12-03,13.77,0,51.66,10.66
2020-12-04,13.69,0,62.22,10.62
2020-12-05,8.21,0,74.56,6.63
2020-12-06,8.68,0,77.14,6.72
2020-12-07,8.43,0,64.06,7.2
2020-12-08,13.55,0,59.12,10.66
2020-12-09,9.57,0,64.92,8.42
2020-12-10,4.76,0.02,72.5,4.27
2020-12-11,6.45,0,84.38,6.51
2020-12-12,12.08,0,59.14,9.68
2020-12-13,0.85,2.88,78.44,2.22
2020-12-14,7.98,0,48.96,10.93
2020-12-15,9.03,0,42.22,10.86
2020-12-16,10.13,0,49.86,10.94
2020-12-17,11.02,0,58.84,10.42
2020-12-18,8.71,0.42,61.16,8.41
2020-12-19,13.56,0,47,10.83
2020-12-20,12.98,0,59.9,10.33
2020-12-21,10.63,0,72.22,8.18
2020-12-22,8.43,0.2,79.42,7.11
2020-12-23,4.64,0,85.1,5.64
2020-12-24,11.28,0.08,67.12,9.39
2020-12-25,12.9,0,61.38,10.37
2020-12-26,9.76,0,72.2,8.17
2020-12-27,8.7,0.12,73.74,7.37
2020-12-28,10.1,0.22,81.78,8.62
2020-12-29,2.39,0.22,79.7,2.35
2020-12-30,12.47,0,51.36,11.02
2020-12-31,11.78,0,59.64,8.47
2021-01-01,10.53,0,76.34,8.62
2021-01-02,13.41,0,42.44,10.59
2021-01-03,9.84,0,52.24,8.25
2021-01-04,8.72,0.18,60.9,6.03
2021-01-05,12.73,0.02,53.32,10.52
2021-01-06,14.01,2.84,59.92,10.93
2021-01-07,4.97,0.22,50.36,11.95
2021-01-08,7.34,0,47.54,11.64
2021-01-09,8.55,0,54.96,10.64
2021-01-10,9.55,0,64.68,11.14
2021-01-11,4.26,0,74.94,4.38
2021-01-12,6.83,1.6,87.1,7.33
2021-01-13,7.63,0,85.52,9.09
2021-01-14,11.87,0,57.98,10.1
2021-01-15,2.92,0.3,73.08,3.83
2021-01-16,12.51,0,61.86,10.3
2021-01-17,13.83,0.42,61.8,10.42
2021-01-18,3.38,1.38,71.12,5.41
2021-01-19,14.13,0,52.9,11.85
2021-01-20,13.98,0,54.7,11.62
2021-01-21,3.67,6.38,74.66,3.2
2021-01-22,3.05,0.16,97.34,2.9
2021-01-23,8.41,0,72.48,7.29
2021-01-24,14.95,0,73.48,11.7
2021-01-25,12.44,0,74.64,10.82
2021-01-26,2.27,2.46,90.58,1.67
2021-01-27,14.31,0,55.86,11.47
2021-01-28,5.89,2.42,59.88,6.97
2021-01-29,17.17,0,43.38,13.64
2021-01-30,10.32,0.08,64.9,9.07
2021-01-31,13,0,67.96,11.63
2021-02-01,7.07,1.9,83.72,5.55
2021-02-02,17.56,0.1,47.26,14.05
2021-02-03,14.99,4.24,68.28,12.86
2021-02-04,5.65,0.88,54.8,10.54
2021-02-05,8.77,0,74.96,9.85
2021-02-06,7.08,0,80.4,7.01
2021-02-07,12.02,0,68.52,10
2021-02-08,19.13,0,42.66,15.09
2021-02-09,18.16,0,56.1,14.75
2021-02-10,7.16,0,77.26,6.09
2021-02-11,12.98,0,78.8,11.76
2021-02-12,15.99,0,68.72,13.72
2021-02-13,15.87,0,65.18,13.89
2021-02-14,7.11,0.04,59.4,6.79
2021-02-15,12.9,0.82,65.32,10.9
2021-02-16,7.75,1.12,56.74,7.08
2021-02-17,16.43,0,44.2,16.6
2021-02-18,19.89,0,46.58,15.91
2021-02-19,15.44,0,71.32,15.35
2021-02-20,16.69,0,62.86,13.95
2021-02-21,16.89,0,67.18,14.56
2021-02-22,13.94,0,61.18,12.09
2021-02-23,19.52,0,33.94,16.2
2021-02-24,17.63,0,42.06,14.55
2021-02-25,5.68,0,52.86,5.24
2021-02-26,19.38,0,45.24,16.7
2021-02-27,19.64,0.02,55.18,16.94
2021-02-28,9.12,0,59.1,6.98
2021-03-01,1.07,69.9,96.32,0.96
2021-03-02,10.93,0.2,79.46,11.07
2021-03-03,17.71,0,74.94,14.94
2021-03-04,10.23,0,75.08,9.85
2021-03-05,20.7,0,77.04,17.89
2021-03-06,11.58,0,72.15,11.2
2021-03-07,16.64,0,66.96,14.88
2021-03-08,20.43,0,67.52,17.76
2021-03-09,17.56,0,64.66,15.24
2021-03-10,20.43,0,66.48,18.29
2021-03-11,17.95,0,60.32,16.33
2021-03-12,6.74,0.74,67.64,5.31
2021-03-13,16.3,0,70,14.3
2021-03-14,15.3,0,77.3,16.45
2021-03-15,13.73,0.54,73.52,13.86
2021-03-16,22.65,1.12,54.24,20.43
2021-03-17,21.93,0,56.96,19.65
2021-03-18,18.34,0,59.1,17.57
2021-03-19,19.1,0,52.68,17.89
2021-03-20,2.89,4.66,83,2.54
2021-03-21,14.29,0,68.12,14.87
2021-03-22,23.22,0,55.48,21.13
2021-03-23,21.54,0,66.16,20.04
2021-03-24,19.77,0,66.46,18.4
2021-03-25,21.16,0,71.08,20.42
2021-03-26,16.48,0,61.02,16.07
2021-03-27,4.43,20.9,79.1,3.81
2021-03-28,2.64,7.98,96.86,2.53
2021-03-29,19.01,0.2,63.3,18.2
2021-03-30,24.03,0,54.64,23.15
2021-03-31,22.85,0,52.34,22.04
2021-04-01,20.38,0,39.86,19.81
2021-04-02,14.63,0,41.54,12.59
2021-04-03,1.89,47.74,86.2,1.59
2021-04-04,15.7,0.72,66.76,13.13
2021-04-05,25.43,0,55.12,24.46
2021-04-06,22.82,0,56.56,22.72
2021-04-07,23.8,0,54.84,23.36
2021-04-08,25.12,0,46.24,23.89
2021-04-09,24.09,0,46.78,23.71
2021-04-10,23.02,0,56.54,22.79
2021-04-11,21.71,0,54.56,21.73
2021-04-12,5.61,23.14,77.78,4.98
2021-04-13,19.09,5.76,75.58,18.7
2021-04-14,26.57,0,60.48,25.92
2021-04-15,24.47,0,66.76,24.24
2021-04-16,7.99,0.28,70.16,6.72
2021-04-17,14.03,0.3,69.2,15.85
2021-04-18,24.9,0,66.08,24.57
2021-04-19,24.28,0,66.94,24.91
2021-04-20,22.86,0,62.76,23.49
2021-04-21,22.49,0,51.58,23.8
2021-04-22,13.61,0,44.6,14.99
2021-04-23,8.63,0,45.28,10.38
2021-04-24,13.76,0,49.32,13.33
2021-04-25,23.99,0,58.38,25.65
2021-04-26,20.58,0,56.14,21.17
2021-04-27,9.73,2.08,70.26,10.14
2021-04-28,16.96,1,70.16,17.28
2021-04-29,15.13,3.12,65.6,17.9
2021-04-30,9.32,16.38,86.94,8.16
2021-05-01,11.01,5.6,86.54,15.97
2021-05-02,24.29,1.04,72.16,26.13
2021-05-03,24.92,0,65.6,25.81
2021-05-04,4.35,22.98,90.54,4.46
2021-05-05,25.53,0.38,66.42,26.82
2021-05-06,21.62,0,57.12,22.52
2021-05-07,15.75,8.2,67.04,16.39
2021-05-08,21.23,0,70.06,21.42
2021-05-09,26.04,0,56.92,28.38
2021-05-10,5.52,5.12,85.56,4
2021-05-11,22.73,0,57.28,23.89
2021-05-12,22.28,0,52.56,24.47
2021-05-13,22.94,0,66.58,25.87
2021-05-14,20.68,0,71.64,21.93
2021-05-15,8.61,12.04,91.04,6.86
2021-05-16,2.39,58.86,99.76,1.76
2021-05-17,5.86,4.16,97.64,4.3
2021-05-18,20.64,0,81.52,22.31
2021-05-19,25.34,0,65.38,27.88
2021-05-20,6.08,4.42,75.64,5.79
2021-05-21,7.4,7.5,91.86,7.66
2021-05-22,24.05,0.02,76.08,27.23
2021-05-23,17.66,0,72.8,17.99
2021-05-24,21.64,0,65.02,23.71
2021-05-25,17.25,10.02,80.78,18.79
2021-05-26,17.85,1.18,71.18,18.54
2021-05-27,7.06,9.18,89.52,5.8
2021-05-28,9.45,20.84,89.9,10.27
2021-05-29,13.29,1.26,83.48,15.29
2021-05-30,23.51,10.72,80.56,27.07
2021-05-31,12.82,9.38,84.66,15.02
2021-06-01,13.98,1.62,83.52,17.92
2021-06-02,22.62,0,71.88,25.99
2021-06-03,4.84,13.92,91.42,4.56
2021-06-04,24.57,0.1,74.62,27.99
2021-06-05,19.05,0,76.14,21.93
2021-06-06,20.78,0,79.7,22.65
2021-06-07,9.68,0,82.76,10.65
2021-06-08,17.11,0.04,75.98,21.28
2021-06-09,21.17,0,70.62,23.52
2021-06-10,13.71,6.5,78.78,16.32
2021-06-11,12.03,9.96,89.32,15
2021-06-12,21.59,0,80.68,26.49
2021-06-13,22.41,0,78.98,25.71
2021-06-14,19.14,0,79.76,19.12
2021-06-15,8.02,4.36,85.74,8.76
2021-06-16,22.13,0,66.1,22.06
2021-06-17,9.1,0.14,79.84,8.8
2021-06-18,7.2,5.18,94.42,3.97
2021-06-19,22.92,0,79.1,27.06
2021-06-20,21.58,0,78.78,25.1
2021-06-21,21.85,0,73.28,27.53
2021-06-22,17.57,2.64,75.5,18.26
2021-06-23,17.28,0.9,79.76,17.45
2021-06-24,20.15,0,79.18,21.51
2021-06-25,21.13,0,77.24,25.37
2021-06-26,11.4,5.7,89.02,17.23
2021-06-27,19.65,0.5,79,22.27
2021-06-28,16.43,5.38,82.96,16.14
2021-06-29,17.39,4.94,85.48,16.66
2021-06-30,15.01,2.98,85.48,18.04
2021-07-01,20.53,0,78.86,22.6
2021-07-02,17.34,0.02,75.86,20.33
2021-07-03,7.41,43.28,85.16,7.96
2021-07-04,4.04,18.78,98.36,2.24
2021-07-05,12.55,0.02,87.72,14.66
2021-07-06,16.94,0.4,85.48,16.49
2021-07-07,13.18,9.9,88.84,11.73
2021-07-08,17.35,2.88,87.44,20.9
2021-07-09,15.74,2.1,86.58,21.73
2021-07-10,16.52,8.1,87.68,19.45
2021-07-11,8.09,4.54,94.76,10.72
2021-07-12,16.77,0,86.22,14.77
2021-07-13,15.66,0,84.32,16.15
2021-07-14,18.02,0,81.68,20.24
2021-07-15,19.44,3.54,83.28,22.72
2021-07-16,21.21,8.54,82.44,24.72
2021-07-17,19.35,2.56,79.82,23.01
2021-07-18,21.01,4.6,75.92,22.3
2021-07-19,14.84,2.9,86.68,15.92
2021-07-20,16.97,0,82.96,17.83
2021-07-21,22.2,0,75.5,27.46
2021-07-22,22.84,0,72.8,26.41
2021-07-23,22.6,0,73.16,25.67
2021-07-24,22.22,0,72.22,26.35
2021-07-25,22.46,0,70.12,26.55
2021-07-26,22.63,0,69.28,27.44
2021-07-27,21.59,2.28,73.6,20.67
2021-07-28,20.95,1.5,77.5,19.67
2021-07-29,17.33,0,79.82,17.24
2021-07-30,19.62,0,73.76,22.64
2021-07-31,18.54,2.1,78.9,22.13
2021-08-01,8.75,14.88,88.94,6.91
2021-08-02,8.8,3.46,91.92,8.49
2021-08-03,15.01,0,86.38,14.05
2021-08-04,17.74,0.02,79.9,21.47
2021-08-05,19.42,0,77.66,21.54
2021-08-06,16.77,0.32,80.96,21.34
2021-08-07,19.64,0,79.2,22.46
2021-08-08,11.66,9.96,85.94,12.23
2021-08-09,21.2,0,69.12,18.95
2021-08-10,17.79,5.92,77.38,22.29
2021-08-11,17.91,0.3,79.96,16.75
2021-08-12,14.48,0,79.76,14.18
2021-08-13,11.85,0,80.96,11.15
2021-08-14,14.42,0,71.52,14.47
2021-08-15,21.17,0,69.78,21.5
2021-08-16,19.95,0.36,69.78,21.54
2021-08-17,18.14,2.08,70.26,19.17
2021-08-18,15,9,77.08,14.22
2021-08-19,18.46,0.02,67.58,20.56
2021-08-20,15.96,1.44,75.94,17.82
2021-08-21,6.29,41.5,91.28,6.88
2021-08-22,12.4,0.12,85.74,11.26
2021-08-23,3.57,10.98,96.12,3.17
2021-08-24,5.58,13.3,96.52,4.53
2021-08-25,7.56,6.46,95.7,7.44
2021-08-26,9.44,0.46,91.56,8.96
2021-08-27,3.44,1.76,94.44,3.4
2021-08-28,14.27,0,87.38,15.06
2021-08-29,11.43,3.86,89.9,12.06
2021-08-30,10.88,0,89.54,10.18
2021-08-31,3.17,42.62,98.22,2.69
2021-09-01,5.87,35.28,91.84,5.36
2021-09-02,13.97,0,79.56,11.27
2021-09-03,20.58,0,71.08,18.75
2021-09-04,19.58,0,69.38,19.77
2021-09-05,13.84,0,71.5,12.81
2021-09-06,10.57,8.8,76.06,8.89
2021-09-07,2.44,24.26,99.5,2.29
2021-09-08,18.33,1.02,84.82,19.04
2021-09-09,16.46,0,86.98,18.82
2021-09-10,16.32,0,85.98,16.29
2021-09-11,18.3,0,83.92,20.7
2021-09-12,20.22,0,80.14,21.31
2021-09-13,18.02,0,78.12,17.86
2021-09-14,17.84,0,74.1,16.78
2021-09-15,20.16,0,67.54,20.45
2021-09-16,19.26,0,72.58,19.07
2021-09-17,14.96,0.22,72.54,14.57
2021-09-18,19.94,0,76.8,18.62
2021-09-19,13.86,0,80.06,15.12
2021-09-20,19.2,0,71.16,17.62
2021-09-21,10.4,45.06,89.48,10.69
2021-09-22,15.59,15.3,82.38,4.02
2021-09-23,16.48,0,76.36,14.43
2021-09-24,18,0,78.18,18.9
2021-09-25,6.92,0,85,7.57
2021-09-26,17.13,0,75.42,16.29
2021-09-27,11.01,0.02,79.52,11.68
2021-09-28,8.31,2.04,85.24,7.9
2021-09-29,2.76,13.84,97.7,3.58
2021-09-30,16.36,0,88.02,18.02
2021-10-01,17.44,3.2,83.76,16.62
2021-10-02,17.43,1.3,84.9,15.5
2021-10-03,16.64,0,82.72,16.57
2021-10-04,4.29,15.86,87.1,5.17
2021-10-05,10.25,0.72,83.88,14.17
2021-10-06,4.58,4.26,93.78,5.09
2021-10-07,4.78,3.5,94.16,5.35
2021-10-08,3.97,1.7,96.82,4.08
2021-10-09,9.72,0.1,88.74,12.43
2021-10-10,4.2,12.98,93.36,4.55
2021-10-11,10.81,0.9,80.7,11.01
2021-10-12,7.15,0,76.24,3.69
2021-10-13,17.16,0,78.02,15.76
2021-10-14,14.58,0,81.54,14.02
2021-10-15,7.53,1.18,86.16,6.4
2021-10-16,9.01,0.54,51.68,7.52
2021-10-17,20.46,0,47.86,17.79
2021-10-18,12.87,1.2,72.78,14.59
2021-10-19,12.14,4.38,80.72,12.52
2021-10-20,17.69,0,76.48,15.75
2021-10-21,14.36,0,77.68,12.91
2021-10-22,16.91,0,74.12,15.34
2021-10-23,17.44,0,73.94,15.11
2021-10-24,17.08,0,77.22,14.59
2021-10-25,16.75,0,79.24,14.5
2021-10-26,13.24,0,83.84,12.41
2021-10-27,16.26,0.1,70.8,14.32
2021-10-28,17.47,0,70.76,14.96
2021-10-29,15.52,0,69.16,14.39
2021-10-30,8.28,0,76.42,8.77
2021-10-31,12.83,1.24,82.64,11.06
2021-11-01,10.21,0,84.62,11.79
2021-11-02,12.04,0,84.5,11.6
2021-11-03,13.54,0.16,78.46,12.18
2021-11-04,8.84,0.08,87.18,7.84
2021-11-05,12.52,0,79.98,11.94
2021-11-06,13.68,0,72.9,12.45
2021-11-07,13.21,0,66.3,11.54
2021-11-08,2.74,25.04,82.32,2.75
2021-11-09,3.46,6.6,85.8,3.79
2021-11-10,6.82,0.04,75.8,8.68
2021-11-11,11.12,0.24,64.2,8.43
2021-11-12,14.79,0,61.7,11.61
2021-11-13,12.99,0,75.64,9.85
2021-11-14,11.21,0.04,75.86,9.24
2021-11-15,11.62,0,79.34,10.34
2021-11-16,13.79,0,74.14,11.16
2021-11-17,13.2,0,72.42,11.05
2021-11-18,6.48,0,76,7.58
2021-11-19,6.72,0,86.74,6.4
2021-11-20,8.21,0,85.74,7.32
2021-11-21,3.81,3.22,83.86,3.8
2021-11-22,9.03,1.86,62.52,8.99
2021-11-23,8.63,0.02,61.94,5.93
2021-11-24,7.31,0.22,76.96,4.57
2021-11-25,12.44,0.2,65.08,10.05
2021-11-26,10.7,0,64.72,10.14
2021-11-27,14.01,0,68.2,11.33
2021-11-28,12.93,0,66.76,11.07
2021-11-29,10.07,0,72.64,7.74
2021-11-30,0.76,27.04,84.38,0.6
2021-12-01,13.98,0,51.76,11.46
2021-12-02,9.11,0.2,74.4,9.2
2021-12-03,13.96,0.8,55.56,10.98
2021-12-04,11.95,0,56.78,8.41
2021-12-05,13.28,0,65.02,10.53
2021-12-06,11.25,0,71.3,9.43
2021-12-07,11.03,0,77.44,8.78
2021-12-08,12.5,0,80.9,10.13
2021-12-09,5.21,0,81.3,4.54
2021-12-10,2.03,0.86,90.64,1.61
2021-12-11,5.53,0,92.34,6.02
2021-12-12,11.34,0,64.36,9.6
2021-12-13,13.7,0,46.92,10.81
2021-12-14,6.93,1.18,68.9,6.1
2021-12-15,4.39,2.34,94.18,4.17
2021-12-16,6.47,0,88.42,7.02
2021-12-17,12.39,0,48.42,10.13
2021-12-18,8.48,1.02,67.48,7.13
2021-12-19,8.9,0.86,70.46,10.22
2021-12-20,8.3,0.02,80.6,7.41
2021-12-21,8.31,0,71.7,6.06
2021-12-22,12.17,0,59.26,9.68
2021-12-23,9.82,0,68.96,8.64
2021-12-24,2.35,0.08,73.64,1.82
2021-12-25,13.86,0,42.58,11.09
2021-12-26,13.87,0,43.72,11.07
2021-12-27,6.58,0.08,67.68,5.86
2021-12-28,4.18,0,78.7,3.92
2021-12-29,5.52,0.52,76.68,3.66
2021-12-30,10.11,0,49.44,7.67
2021-12-31,13.95,0,35.6,11.08
2022-01-01,12.52,0,54.68,10.08
2022-01-02,9.85,0.28,64.2,9.32
2022-01-03,10.72,0,65.98,9.33
2022-01-04,13.28,0.02,54.04,10.77
2022-01-05,6.85,0,58.3,5.76
