일시,태양광 이용률,평균기온(°C),일강수량(mm),합계전천일사량(MJ/m2)
2023-07-28,20.03,28.08,0,25.65
2023-07-29,19.52,28.06,0,25.21
2023-07-30,20.21,28.08,0,20.64
2023-07-31,18.04,27.8,19.06,19.04
2023-08-01,19.69,28.48,0,23.99
2023-08-02,18.48,27.98,0,24.72
2023-08-03,20.4,27.68,0,25.47
2023-08-04,19.85,28.36,0,24.68
2023-08-05,20.83,28.76,0,25.74
2023-08-06,16.97,28.68,0.1,20.56
2023-08-07,19.14,28.82,4.72,20.24
2023-08-08,21.19,29.1,0,23.66
2023-08-09,12.76,26.78,0.96,17.69
2023-08-10,2.11,21.64,68.6,2.05
2023-08-11,5.86,23.28,24.82,6.28
2023-08-12,8.38,22.9,6.92,8.76
2023-08-13,14.81,25.84,0,18.35
2023-08-14,18.97,27.16,0,19.83
2023-08-15,18.99,26.9,0,22.21
2023-08-16,18.91,26.42,0,21.34
2023-08-17,18.38,26.72,0,22.07
2023-08-18,18.51,27.78,0.22,24.58
2023-08-19,19.11,27.98,0,24.61
2023-08-20,15.4,27.06,0,20.11
2023-08-21,15.96,27.92,0.24,19.75
2023-08-22,10.81,27.02,9.84,13.24
2023-08-23,4.81,24.34,51.58,4.55
2023-08-24,8.87,24.08,16.7,12.81
2023-08-25,17.91,25.64,0.58,22.17
2023-08-26,17.55,24.5,0,19.15
2023-08-27,11.59,24.5,0.1,12.71
2023-08-28,4.45,22.64,13.34,5.57
2023-08-29,3.71,23.4,29.16,4.4
2023-08-30,5.93,21.72,5.32,6.44
2023-08-31,15.6,22.46,0,17.7
2023-09-01,19.14,22.34,0,23.62
2023-09-02,19.81,22.98,0,23.11
2023-09-03,12.54,24.54,3.46,13.4
2023-09-04,10.79,25.72,7.94,11.18
2023-09-05,18.22,26.44,0,19.74
2023-09-06,19.01,25.76,0,15.79
2023-09-07,21.55,23.86,0,23.62
2023-09-08,21.59,22.8,0,23.35
2023-09-09,20.09,23.72,0,21.72
2023-09-10,17.03,23.98,0,18.74
2023-09-11,16.8,24.2,0,17.52
2023-09-12,16.53,23.86,0,17.9
2023-09-13,3.07,20.72,23.98,3.36
2023-09-14,10.96,22.16,0.54,11.61
2023-09-15,5.1,21.34,5.38,5.32
2023-09-16,6.7,23.16,7.04,6.27
2023-09-17,13.08,24.06,2.06,15.91
2023-09-18,14.4,23.78,0.32,15.85
2023-09-19,10.43,22.78,0,11.25
2023-09-20,2.26,20.2,26.56,1.81
2023-09-21,10.07,18.84,0,10.12
2023-09-22,18.72,18.22,0,19.87
2023-09-23,16.95,19.74,0,16.64
2023-09-24,18.13,19.92,0,18.56
2023-09-25,11.92,20.34,1.28,12.07
2023-09-26,2.91,19.72,20.18,2.58
2023-09-27,5.35,20.84,7.58,5.94
2023-09-28,14.07,21.52,0,16.14
2023-09-29,13.95,19.5,0,15.11
2023-09-30,9.47,18.44,0.94,8.76
2023-10-01,19.67,16.66,0,20.12
2023-10-02,18.89,15.52,0,19.69
2023-10-03,9.67,15.14,0,9.68
2023-10-04,11.94,15.32,11.5,14.14
2023-10-05,20.3,13.58,0,19.6
2023-10-06,17.12,12.9,0,16.85
2023-10-07,11.62,14.7,0,11
2023-10-08,7.46,15.92,0,7.57
2023-10-09,11.89,15.98,0.34,14.43
2023-10-10,16.58,14.86,0,17.78
2023-10-11,17.06,15.04,0,17.14
2023-10-12,17.01,15.22,0,15.57
2023-10-13,10.45,15.5,0,11.35
2023-10-14,6.45,12.82,3.22,7.11
2023-10-15,12.8,14.3,0,13.28
2023-10-16,17.77,13.16,0,17.46
2023-10-17,18.1,10.84,0,17.17
2023-10-18,13.93,13.4,0,13.49
2023-10-19,3.46,14.92,14.66,1.75
2023-10-20,18.48,11.18,0,16.11
2023-10-21,17.14,8.46,1.2,15.23
2023-10-22,15.74,9.88,0,14.6
2023-10-23,13.16,12.88,0,12.5
2023-10-24,8.76,12.9,0,6.25
2023-10-25,11.58,13.84,0,12.8
2023-10-26,7.09,15.3,11.66,8.92
2023-10-27,11.84,13.64,0.1,9.91
2023-10-28,14.01,11.22,0,14.44
2023-10-29,16.14,11.82,0,14.89
2023-10-30,14.61,12.22,0,13.21
2023-10-31,10.52,13.62,0,11.59
2023-11-01,3.23,17.16,0.34,2.69
2023-11-02,12.76,19.36,0,13.27
2023-11-03,5.93,18.02,1.44,7.24
2023-11-04,6.79,16.74,0.34,6.61
2023-11-05,3.97,17,20.04,3.72
2023-11-06,6.2,13.56,49.6,6.07
2023-11-07,15.85,5.4,0.94,14.26
2023-11-08,14.41,6.56,0,12.22
2023-11-09,7.31,10.18,3.38,7.23
2023-11-10,16.03,3.88,0,13.86
2023-11-11,11.4,1.32,0,9.91
2023-11-12,14.89,0.7,0,13.34
2023-11-13,15.8,1.06,0,13.47
2023-11-14,14.17,3,0,11.4
2023-11-15,11.27,4.68,0,8.31
2023-11-16,1.19,4.78,7.76,1.32
2023-11-17,7.9,1.52,1.04,7.54
2023-11-18,14.34,0.38,0,12.22
2023-11-19,8.39,5.32,0,7.1
2023-11-20,14.48,4.36,0,12.3
2023-11-21,14.06,4.6,0,12.15
2023-11-22,10.97,7.28,0,9.55
2023-11-23,9.7,9.28,0.22,8.72
2023-11-24,14.44,-1.04,0,12.21
2023-11-25,14.51,-2.24,0,12
2023-11-26,6.65,2.6,0,7.51
2023-11-27,2.15,5.2,5.18,3
2023-11-28,11.45,1.26,0,9.53
2023-11-29,5.87,-1.64,0.3,5.63
2023-11-30,13.83,-4.26,0,11.69
2023-12-01,13.99,-3.96,0,11.49
2023-12-02,8.17,0.36,0.04,6.97
2023-12-03,13.09,-0.2,0,11.08
2023-12-04,12.33,0.62,0,10.53
2023-12-05,9.36,4.14,0,8.47
2023-12-06,2.43,4.36,4.2,1.81
2023-12-07,10.55,5.58,0,9
2023-12-08,8.52,9.78,0,8.6
2023-12-09,4.97,11.46,0,5.34
2023-12-10,8.33,9.94,0,7.53
2023-12-11,1.14,8.18,13.9,1.27
2023-12-12,6.32,4.64,0.18,5.84
2023-12-13,7.33,5.4,0,5.62
2023-12-14,1.16,7.12,17.7,1.45
2023-12-15,1.13,4.32,27.26,1.25
2023-12-16,2.46,-3.76,2.62,4.04
2023-12-17,9.13,-9.68,0,11.05
2023-12-18,5.56,-8.14,0,6.66
2023-12-19,5.72,-4.22,0.06,5.87
2023-12-20,4.99,-7.5,0.72,8.93
2023-12-21,10.14,-11.42,0,10.86
2023-12-22,11.41,-11.74,0,10.85
2023-12-23,11.55,-8.7,0,10.37
2023-12-24,9.7,-4.08,0.4,10.1
2023-12-25,3.23,-2.74,1.06,5.72
2023-12-26,9.57,-0.28,0,10.06
2023-12-27,10.66,-1.1,0,8.96
2023-12-28,8.45,-0.78,0,7.55
2023-12-29,7.26,-0.3,0,6.08
2023-12-30,0.36,-0.68,11.84,1.04
2023-12-31,2.11,1.46,5.5,2.35
