일시,태양광 이용률,평균기온(°C),일강수량(mm),합계전천일사량(MJ/m2)
2018-06-30,11.32,24.04,8.06,13.79
2018-07-01,1.99,21.28,69.94,1.91
2018-07-02,6.6,22.38,63.64,6.16
2018-07-03,19.65,25.9,4.44,22.61
2018-07-04,20.44,26.52,0,24.07
2018-07-05,14.37,24.26,14.8,13.84
2018-07-06,15.27,22.72,0,15.82
2018-07-07,23.71,22.34,0,24.83
2018-07-08,21.59,21.82,0,24.62
2018-07-09,3.99,19.84,22.28,3.93
2018-07-10,7.4,23.32,11.04,7.23
2018-07-11,9.82,25.74,12.12,13.11
2018-07-12,13.63,26.2,0.08,15.26
2018-07-13,15.65,26.48,0.02,17.2
2018-07-14,19.43,27.1,0,23.27
2018-07-15,20.84,27.4,0,25.67
2018-07-16,22.23,27.22,0,27.3
2018-07-17,21.67,26.84,0,27.15
2018-07-18,22.16,26.96,0,26.27
2018-07-19,22.38,27.34,0,27.3
2018-07-20,21.89,27.92,0,25.64
2018-07-21,22.84,28.66,0,27.28
2018-07-22,21.54,29.78,0,24.59
2018-07-23,19.14,30.14,0,23.45
2018-07-24,19.96,30.34,0,23.62
2018-07-25,14.27,29.36,0,17.2
2018-07-26,15.34,29.16,0,18.44
2018-07-27,19.26,29.98,0,22.71
2018-07-28,14,28.96,11.76,11.75
2018-07-29,21.26,29.72,0,22.66
2018-07-30,20.35,30.22,0,20.99
2018-07-31,21.61,30.32,0,23.85
2018-08-01,21.91,31.54,0,25.39
2018-08-02,20.27,31.66,0,21.93
2018-08-03,20.22,31.56,0,23.73
2018-08-04,18.84,30.12,0,21.8
2018-08-05,18.03,29.38,13.28,24.02
2018-08-06,16.54,29.16,0.52,17.5
2018-08-07,17.79,29.48,0.1,18.01
2018-08-08,18.14,29.66,1.48,23.43
2018-08-09,12.67,27.92,11.94,16.5
2018-08-10,20.38,29.44,0,21.89
2018-08-11,19.24,29.14,0,16.83
2018-08-12,18.59,29.26,1.32,20.95
2018-08-13,17.1,29.58,7.76,19.61
2018-08-14,18.23,30.3,0,16.79
2018-08-15,19,29.82,2.98,22.08
2018-08-16,19.6,27.88,0,22.81
2018-08-17,23.32,25.12,0,26.06
2018-08-18,21.52,24.24,0,23.61
2018-08-19,18.53,25.58,0,22.09
2018-08-20,14.58,27.42,0.04,15.68
2018-08-21,10.74,25.2,3.8,9.71
2018-08-22,20.45,28.68,0,23.75
2018-08-23,7.39,27.68,2.08,9.54
2018-08-24,4.73,24.1,18.48,7.32
2018-08-25,13.02,24.4,0,14.3
2018-08-26,9.89,21.58,2.9,7.9
2018-08-27,7.7,22.5,35.98,5.35
2018-08-28,4.63,23.24,90.98,2.88
2018-08-29,7.3,24.28,63.48,10.31
2018-08-30,12.47,25.58,10.44,17.31
2018-08-31,17.13,24.24,1.7,17.78
2018-09-01,19.86,24.1,0,20.31
2018-09-02,18.24,23.44,0,20.81
2018-09-03,5.12,22.88,24.78,7.91
2018-09-04,19.07,23.08,0.18,20.4
2018-09-05,20.82,22.6,0,19.33
2018-09-06,11.3,22.2,4.7,11.35
2018-09-07,18.05,20.64,1.56,17.82
2018-09-08,22.69,19.48,0,22.69
2018-09-09,21.65,20.14,0,18.12
2018-09-10,19.7,20.9,0,20.16
2018-09-11,18.14,19.92,0,18.07
2018-09-12,20.13,20.9,0,21
2018-09-13,13.27,21.36,0,14.31
2018-09-14,8.94,21.98,0.2,6.67
2018-09-15,6.19,21.76,4.28,4.64
2018-09-16,6.7,21.7,0.62,6.42
2018-09-17,21.2,21.42,0.02,20.53
2018-09-18,15.9,20.34,0,16.6
2018-09-19,10.22,20.08,0.32,9.57
2018-09-20,3.15,18.34,8.6,3.21
2018-09-21,5.22,18.94,23.26,5.84
2018-09-22,20.49,19.84,0.44,19.54
2018-09-23,14.53,17.4,0.66,13.29
2018-09-24,22.2,15.72,0.02,20.57
2018-09-25,21.35,15.74,0,20.16
2018-09-26,17.34,17.38,0,15.61
2018-09-27,19.96,16.9,0,17.56
2018-09-28,9.25,15.48,0,8.84
2018-09-29,20.59,18.04,0,19.42
2018-09-30,18.77,16.16,0,18.64
2018-10-01,14.34,14.16,0.4,13.95
2018-10-02,19.66,13.7,0,18.45
2018-10-03,20,14.74,0,18.58
2018-10-04,18.31,17.72,0,17.08
2018-10-05,2.54,16.18,27.42,2.64
2018-10-06,6.18,17.42,52,6.44
2018-10-07,18.76,15.4,0,17.19
2018-10-08,16.4,12.28,0,13.59
2018-10-09,8.99,13.4,0,8.8
2018-10-10,14.57,11.84,4.18,11.94
2018-10-11,17.53,8.6,0,15.33
2018-10-12,20.27,8.58,0,17.42
2018-10-13,19.05,10.04,0,16.59
2018-10-14,17.62,11.42,0,16.07
2018-10-15,13.79,12.78,0,13.34
2018-10-16,12.43,12.16,0,11.13
2018-10-17,17.75,10.3,0,16.35
2018-10-18,12.35,10.28,2.02,12.18
2018-10-19,19.16,11.14,0,16.39
2018-10-20,18.12,10.56,0,15.48
2018-10-21,17.95,10.52,0,15.41
2018-10-22,12.16,11.14,0,11.26
2018-10-23,7.67,9.78,7.06,6.02
2018-10-24,15.98,10.52,0,14.39
2018-10-25,15.89,11.12,0,13.84
2018-10-26,3.04,10.98,9.04,3.19
2018-10-27,13.35,7.88,0.02,12.81
2018-10-28,5.99,7.04,10.74,6.08
2018-10-29,10.59,6.54,0.02,8.63
2018-10-30,18.22,5.84,0.02,14.51
2018-10-31,18.26,6.5,0,14.44
2018-11-01,17.44,6.22,0,13.86
2018-11-02,16.89,8.14,0,13.43
2018-11-03,16.53,8.76,0,13.25
2018-11-04,16.51,9.38,0,13.69
2018-11-05,13.59,9.88,0,11.25
2018-11-06,9.26,10.52,0,7.91
2018-11-07,4.33,12.1,2.1,5.75
2018-11-08,0.81,12.24,51.28,0.89
2018-11-09,10.77,12.02,0.68,9.46
2018-11-10,12.78,10.36,0,11.49
2018-11-11,3.82,6.62,0,3.69
2018-11-12,16.19,6.84,0,12.09
2018-11-13,14.51,7.1,0,11.42
2018-11-14,14.28,7.8,0,11.42
2018-11-15,11.55,7.04,0,9.51
2018-11-16,7.76,7.1,0,7.49
2018-11-17,11.17,4.42,0,9.52
2018-11-18,9.33,4.8,0,8.25
2018-11-19,9.66,4.94,0,9.68
2018-11-20,14.32,4.72,1.28,11.2
2018-11-21,2.45,4.78,1.82,2.28
2018-11-22,14.52,1.82,0,11.28
2018-11-23,14.28,0.48,0,10.94
2018-11-24,3.09,1.94,9.04,4.71
2018-11-25,7.91,3.32,0,8.62
2018-11-26,11.68,3.48,0,10.32
2018-11-27,4.62,4.78,0,3.99
2018-11-28,11.82,3.36,0,9.32
2018-11-29,3.74,1.74,0,4.19
2018-11-30,13.75,1.08,0,10.81
2018-12-01,12.06,2.7,0,9.03
2018-12-02,6.11,5.34,0,5.77
2018-12-03,0.84,8.94,9.78,0.77
2018-12-04,4.64,7.22,7.12,5.29
2018-12-05,9.06,0.28,0,8.78
2018-12-06,9.46,2.2,0.68,7.77
2018-12-07,14.63,-6.74,0,10.84
2018-12-08,14.5,-7.9,0,10.62
2018-12-09,14.51,-7.54,0,10.76
2018-12-10,13.2,-4.78,0,9.38
2018-12-11,3.42,-1.42,0.02,3.56
2018-12-12,13.93,-2.44,0,10.39
2018-12-13,4.62,-3.32,1.22,4.81
2018-12-14,13.91,-5.8,0,10.31
2018-12-15,11.95,-4.82,0,9.25
2018-12-16,3.32,-1.68,0.4,3.72
2018-12-17,11.37,0.3,0.02,8.88
2018-12-18,10.02,-0.14,0,7.52
2018-12-19,11.46,1.38,0,8.57
2018-12-20,10.73,0.44,0,8.33
2018-12-21,7.29,2.74,0,5.97
2018-12-22,11.37,4.88,0,8.52
2018-12-23,12.64,2.68,0,9.51
2018-12-24,13.75,-3.42,0,10
2018-12-25,6.15,-1.54,0.02,4.21
2018-12-26,13.3,-1.18,0,9.83
2018-12-27,14.24,-9.48,0,10.36
2018-12-28,14.26,-10.84,0,10.47
2018-12-29,14.25,-7.62,0,10.47
2018-12-30,14.29,-8.62,0,10.47
2018-12-31,12.18,-7.38,0,9.7
2019-01-01,9.1,-6.36,0,6.93
2019-01-02,13.72,-6.54,0,10.03
2019-01-03,13.67,-5.72,0,10.08
2019-01-04,7.36,-3.62,0,5.5
2019-01-05,13.44,-3.52,0,9.84
2019-01-06,12.84,-4.76,0,9.77
2019-01-07,11,-4.24,0,8.82
2019-01-08,13.77,-4.54,0,10.26
2019-01-09,10.2,-6.4,0,8.63
2019-01-10,6.52,-2.1,0,4.82
2019-01-11,10.4,0.42,0,8.05
2019-01-12,7.77,1.44,0,7.06
2019-01-13,12.09,-0.88,0,10.06
2019-01-14,5.61,-1.72,0,5.29
2019-01-15,6.85,-2.26,0,5.84
2019-01-16,13.3,-5.78,0.04,10.49
2019-01-17,14.21,-1.64,0.08,11.3
2019-01-18,13.61,-1.96,0,10.68
2019-01-19,8.9,0.78,0,8.32
2019-01-20,15.23,-1.2,0,11.62
2019-01-21,5.26,-3.08,0,5.85
2019-01-22,11.79,-0.96,0,9.79
2019-01-23,13.33,0.14,0,10.53
2019-01-24,15.17,-1.62,0,11.7
2019-01-25,15.13,-2.66,0,11.65
2019-01-26,16.1,-3.1,0,12.4
2019-01-27,13.28,-2.06,0,10.63
2019-01-28,15.06,0.84,0.44,11.9
2019-01-29,15.65,-1.94,0,12.34
2019-01-30,11.78,0.62,0,10.3
2019-01-31,6.81,-1.56,0,6.33
2019-02-01,13.09,-3.38,0,10.88
2019-02-02,5.68,-0.18,0,4.8
2019-02-03,0.47,2.54,20.8,0.56
2019-02-04,16.87,-0.6,0,12.92
2019-02-05,14.29,0.48,0,11.78
2019-02-06,7.84,3.2,0,6.91
2019-02-07,17.58,-1.2,0.2,13.46
2019-02-08,15.47,-5.8,0,12.45
2019-02-09,16.98,-4.86,0,13.66
2019-02-10,9.29,-5.14,0,7.67
2019-02-11,18.74,-3.1,0,14.49
2019-02-12,15.03,-1.3,0,12.52
2019-02-13,17.01,-2.34,0,13.72
2019-02-14,17.08,-1.56,0,13.65
2019-02-15,3.34,-1.2,2.18,3.45
2019-02-16,13.77,-2.8,0.04,12.28
2019-02-17,20.18,-2.58,0,15.98
2019-02-18,11.94,-0.7,0,9.77
2019-02-19,2.09,0.78,5.94,4.17
2019-02-20,8.02,1.22,0,6.11
2019-02-21,16.85,0.06,0,15.02
2019-02-22,16.66,1.64,0,14.13
2019-02-23,18.92,4.26,0,15.62
2019-02-24,19.4,4.16,0,16.12
2019-02-25,15.99,3.4,0,12.6
2019-02-26,19.67,3.58,0,16.32
2019-02-27,13.17,6.4,0,10.97
2019-02-28,14.88,4.76,0,13.32
2019-03-01,17.67,4.6,0,15.29
2019-03-02,14.99,5.42,0,13.06
2019-03-03,15.39,7.04,0,13.23
2019-03-04,16.04,7.94,0,13.79
2019-03-05,10.12,6.92,0,10.24
2019-03-06,10.13,6.58,0,8.42
2019-03-07,17.72,6.04,0.02,15.66
2019-03-08,21.6,4.48,0,18.79
2019-03-09,15.84,5.08,0,15.17
2019-03-10,9.25,8.42,0,9.8
2019-03-11,9.73,4.86,0.58,8.8
2019-03-12,6.39,3.8,0.42,5.75
2019-03-13,21.09,2.62,0.06,18.4
2019-03-14,15.69,3.14,0.02,14.55
2019-03-15,11.15,3.14,5.32,10.98
2019-03-16,13.55,3.46,0,13.08
2019-03-17,20.95,4.94,0,18.49
2019-03-18,17.45,5.26,0,16.25
2019-03-19,16.86,8.16,0,16.45
2019-03-20,4.76,8.7,17.96,4.17
2019-03-21,9.91,7.1,4.34,11.36
2019-03-22,24.23,3.64,0,21.73
2019-03-23,14.07,2.72,1.98,12.64
2019-03-24,24.22,3.56,0,21.76
2019-03-25,12.22,6.5,0,16.04
2019-03-26,21.33,9.9,0,19.81
2019-03-27,12.37,10.8,0,13.61
2019-03-28,18.47,9.64,0,17.87
2019-03-29,21.85,9.42,0,20.97
2019-03-30,8.6,4.62,3.92,7.71
2019-03-31,10.89,4.14,0.34,9.22
2019-04-01,22.18,4.36,0,21.82
2019-04-02,23.86,5.36,0,22.62
2019-04-03,24.46,6.16,0,22.72
2019-04-04,23.9,8.28,0,23.04
2019-04-05,20.34,10.5,0,20.15
2019-04-06,6.88,8.18,1.4,6.63
2019-04-07,20.78,11.82,0,20.5
2019-04-08,23.55,11.24,0,22.48
2019-04-09,5.28,8.32,16.62,4.48
2019-04-10,6.74,6.76,3.34,7.12
2019-04-11,18.02,7.84,0,14.1
2019-04-12,23,10.26,0,23.86
2019-04-13,23.04,10.52,0,22.83
2019-04-14,8.83,8.22,1.62,8.93
2019-04-15,23.94,9.86,0,24.08
2019-04-16,21.96,12.88,0,22.77
2019-04-17,24.08,13.94,0,24.53
2019-04-18,7.41,12.04,0,8.46
2019-04-19,13.92,12.82,0,15.17
2019-04-20,17.01,13.34,0.24,17.12
2019-04-21,12.38,15.12,0.32,10.04
2019-04-22,22.42,18.04,0,23.58
2019-04-23,12.39,19.3,0,12.73
2019-04-24,16.97,18.8,5.88,18.68
2019-04-25,2.63,12.68,9.94,2.82
2019-04-26,4.09,8.24,4.58,3.02
2019-04-27,23.35,11.02,0,22.32
2019-04-28,12.04,11.7,0.18,10.7
2019-04-29,9.12,11.48,0.24,7.63
2019-04-30,21.51,14.5,0,22.41
2019-05-01,23.27,15.7,0,24.81
2019-05-02,25.39,15.82,0,27.28
2019-05-03,23.97,16.38,0,26.3
2019-05-04,19.8,17.7,0,20.95
2019-05-05,23.04,18.22,0,25.63
2019-05-06,25.84,14.18,0,28.71
2019-05-07,25.22,13.74,0,27.63
2019-05-08,21.57,14.86,0,24.17
2019-05-09,23.17,16.06,0,25.62
2019-05-10,23.38,16.84,0,25.91
2019-05-11,22.86,18.98,0,25.31
2019-05-12,20.2,19.54,0,22.04
2019-05-13,9.92,17.5,0,11.01
2019-05-14,22.66,18.64,0,24.89
2019-05-15,20.2,19.32,0,22.71
2019-05-16,22.24,21.68,0,25.48
2019-05-17,13.36,21.76,0,14.17
2019-05-18,13.66,21.5,0,15.24
2019-05-19,6.72,19.14,15.74,6.97
2019-05-20,22.54,16.12,4.22,25.57
2019-05-21,26.34,16.62,0,29.06
2019-05-22,25.21,18.4,0,27.97
2019-05-23,24.62,20.04,0,27.8
2019-05-24,23.14,22.64,0,26.3
2019-05-25,17.9,22.12,0,20.66
2019-05-26,22.62,22.9,0,25.99
2019-05-27,2.61,17.38,8.4,2.65
2019-05-28,24.09,17.6,0,26.16
2019-05-29,24.8,18.78,0,28.99
2019-05-30,17.14,18.86,0,18.64
2019-05-31,24.24,18.82,0,28.55
2019-06-01,19.86,17.88,0,18.99
2019-06-02,23.59,20.26,0,26.92
2019-06-03,22.85,21.7,0,26.32
2019-06-04,22.89,22.12,0,26.61
2019-06-05,19.85,22.06,0,23.58
2019-06-06,5.99,20.24,8.7,6.36
2019-06-07,11,19.36,32.32,12.43
2019-06-08,20.78,20.9,0,22.48
2019-06-09,16.6,20.98,1.12,19.02
2019-06-10,12.75,18.32,5.84,16.92
2019-06-11,22.22,19.58,0,23.54
2019-06-12,23.7,20.725,0,25.44
2019-06-13,23.85,22.1,0,27.71
2019-06-14,16.96,21.82,0,18.83
2019-06-15,21.85,20.86,2.52,24.77
2019-06-16,21.34,20.84,0,23.47
2019-06-17,21.76,21.26,0.12,25.39
2019-06-18,9.85,19.88,12.66,12.19
2019-06-19,11.06,21.125,0.44,14.75
2019-06-20,17.79,22.44,0,19.76
2019-06-21,15.18,21.76,0.24,17.58
2019-06-22,23.33,22.7,0,25.8
2019-06-23,22.97,23.2,0,27.06
2019-06-24,23.12,23.9,0,28.28
2019-06-25,23.35,24.44,0,28.2
2019-06-26,10.75,23.15,0.84,10.71
2019-06-27,14.95,24.94,0.36,13.48
2019-06-28,12.28,24.3,0.14,12.52
2019-06-29,10.52,22.06,1.56,10.94
2019-06-30,14.66,23.36,0,13.77
2019-07-01,18.33,23.26,0,20.26
2019-07-02,20.56,23.62,0,22.97
2019-07-03,14.89,23.18,0,14.82
2019-07-04,22.91,24.52,0,25.76
2019-07-05,22.48,26.06,1.3,26.16
2019-07-06,22.18,27.4,1.1,27.23
2019-07-07,19.41,25.14,0,20.29
2019-07-08,18.19,23.56,0.1,20.58
2019-07-09,18.36,23.72,0,21.74
2019-07-10,10.07,21.28,9.52,10.36
2019-07-11,8.56,21.54,2.48,8.43
2019-07-12,17.48,23.18,0.02,22.48
2019-07-13,15.23,24.02,1.92,14.45
2019-07-14,18.57,24.12,6.06,24
2019-07-15,9.88,22.82,9.14,9.43
2019-07-16,15.98,24.24,5.38,16.2
2019-07-17,13.42,25.06,5.18,13.08
2019-07-18,19.01,26.46,0.02,18.33
2019-07-19,18.32,27.34,0.76,19.81
2019-07-20,9.89,27.54,0.98,12.08
2019-07-21,5.9,24.88,11.44,7.77
2019-07-22,14.18,26.64,0.02,0.24
2019-07-23,13.49,27.38,0.02,
2019-07-24,4.14,25.98,2.6,2.5
2019-07-25,4.02,25.82,17.58,3.88
2019-07-26,3.28,25.2,78.1,3.75
2019-07-27,15.4,27.76,18.12,18.4
2019-07-28,3.44,25.6,40.42,4.05
2019-07-29,11.11,27.16,0.28,12.14
2019-07-30,9.05,27.48,11.24,10.44
2019-07-31,4.82,25.84,27.28,5.25
2019-08-01,13.57,26.74,30.18,17.52
2019-08-02,20.14,28.24,0,23.7
2019-08-03,19.25,28.08,1.74,22.76
2019-08-04,18.65,28.4,0,22.13
2019-08-05,19.82,29.7,0.02,19.87
2019-08-06,18.87,29.92,0.16,21.98
2019-08-07,10.69,25.76,14.92,16.33
2019-08-08,15.04,27.18,0,17.86
2019-08-09,18.3,27.96,0.06,23.19
2019-08-10,20.28,29.62,0.62,22.06
2019-08-11,19.24,29.38,1.96,21.09
2019-08-12,6.28,26.06,53.36,6.22
2019-08-13,17.14,28.42,1.64,21.85
2019-08-14,18.59,29.26,0,21.45
2019-08-15,5.45,24.74,18.4,5.66
2019-08-16,15.66,25.44,0.74,14.67
2019-08-17,12.92,24.58,3,10.08
2019-08-18,20.23,23.92,0,22.85
2019-08-19,19.92,24.52,0,22.35
2019-08-20,20.52,25.94,0,21.9
2019-08-21,13.04,25.36,0.18,16.79
2019-08-22,18.01,25.78,0,19.82
2019-08-23,19.24,24.6,0,22.74
2019-08-24,9.36,22,0,7.43
2019-08-25,19.62,23.08,0,20.78
2019-08-26,19.48,24.34,0,2.48
2019-08-27,13.23,24.08,2.32,11.99
2019-08-28,16.55,24.34,0.32,17.37
2019-08-29,11.05,22.44,17.4,11.72
2019-08-30,19.06,21.68,0,22.25
2019-08-31,19.54,21.96,0,19.74
2019-09-01,14.41,21.74,0,15.35
2019-09-02,16.23,22.72,0,16.29
2019-09-03,9.84,22.6,0.84,7.13
2019-09-04,5.4,22.04,38.4,7.25
2019-09-05,5.76,22.44,60.78,4.91
2019-09-06,8.71,24.52,1.58,9.51
2019-09-07,3.97,25.72,3.46,4.52
2019-09-08,8.59,24.06,1.16,9.14
2019-09-09,8.95,24.06,2.86,7.21
2019-09-10,7.17,23.38,92.18,7.31
2019-09-11,10.92,23.24,12.46,7.29
2019-09-12,4.63,20.3,6.34,3.56
2019-09-13,21.28,21.78,0.02,21.49
2019-09-14,5.26,21.24,0.84,5.78
2019-09-15,17.54,23.1,0,18.99
2019-09-16,20.25,22.6,0,20.32
2019-09-17,19.85,20.96,0,20.95
2019-09-18,22.14,20.02,0,21.63
2019-09-19,19.45,17.72,0,20.4
2019-09-20,8.78,18.24,0,9.02
2019-09-21,3.58,17.66,5.04,2.94
2019-09-22,2.79,17.42,13.68,3.2
2019-09-23,16.94,18.34,0,15.85
2019-09-24,19.81,17.04,0,19.31
2019-09-25,15.7,18,0,15.7
2019-09-26,14.28,20.22,0,14.32
2019-09-27,11.97,20.8,0,12.26
2019-09-28,15.33,21.68,0,15.29
2019-09-29,18.18,20.06,0,18.43
2019-09-30,18.43,19.52,0,17.58
2019-10-01,12.35,20.94,0,11.09
2019-10-02,2.87,21,20.92,2.33
2019-10-03,12.27,21.84,13.06,11.25
2019-10-04,15.29,20.88,0,16.37
2019-10-05,7.3,17.76,0.16,11.73
2019-10-06,16.63,16.52,0,14.91
2019-10-07,2.28,14.1,17.14,1.98
2019-10-08,18.26,13.92,0,16.59
2019-10-09,19.29,11.38,0,17.62
2019-10-10,8.17,13.02,0,8.85
2019-10-11,18.39,17.26,0,16.08
2019-10-12,18.69,17.12,0,16.51
2019-10-13,18.57,14.94,0,16.28
2019-10-14,15.72,12.98,0,13.46
2019-10-15,15.79,12.8,0,14.54
2019-10-16,15.97,12.4,0,14.2
2019-10-17,13.11,13.18,0,12.6
2019-10-18,12.36,14.86,0,11.56
2019-10-19,17.12,14.98,0,13.74
2019-10-20,14.02,13.64,0,12.65
2019-10-21,16.19,14.52,0,14.68
2019-10-22,15.58,15.42,0,13.8
2019-10-23,7.79,14.98,0,7.16
2019-10-24,14.23,17.08,0,12.16
2019-10-25,13.36,15.78,0.3,11.25
2019-10-26,14.52,9.3,0,14.13
2019-10-27,15.74,8.42,0,14.67
2019-10-28,13.22,11.14,2.04,12.13
2019-10-29,13.05,11.3,3.04,12.37
2019-10-30,17.29,8.7,0,14.13
2019-10-31,12.22,12.44,0,11.2
2019-11-01,15.52,12.78,0,13.53
2019-11-02,8.58,11.34,0,8.09
2019-11-03,12.91,12.56,0,11.4
2019-11-04,16.11,11.18,0,13.08
2019-11-05,12.41,9.44,0,10.09
2019-11-06,12.59,8.46,0,11.3
2019-11-07,15.81,7.4,0,13.04
2019-11-08,16.53,4.7,0,13.45
2019-11-09,15.7,6.42,0,12.71
2019-11-10,7.21,7.64,11.14,6.5
2019-11-11,10.41,10.14,1.62,9.08
2019-11-12,9.21,6.54,0.02,8.53
2019-11-13,1.48,5.7,9.44,1.2
2019-11-14,17.18,0.78,0,13.07
2019-11-15,3.23,4.48,10.34,3.97
2019-11-16,9.24,6.02,0,8.43
2019-11-17,1.07,7.02,32.06,0.54
2019-11-18,10.8,4.76,10.78,9.16
2019-11-19,13.58,0.42,0,10.81
2019-11-20,15.86,-0.36,0,12.23
2019-11-21,9.21,2.58,0,7.69
2019-11-22,14.16,7.48,0,11.23
2019-11-23,9.54,9.06,0,8.29
2019-11-24,5.4,8.68,2.32,5.46
2019-11-25,8.68,2.12,0,7.03
2019-11-26,12.5,5.62,0,10.65
2019-11-27,11.68,3,0,9.82
2019-11-28,13.02,3.22,0,10.93
2019-11-29,14.52,0.76,0,11.3
2019-11-30,10.32,3.18,0,8.35
2019-12-01,2.01,4.02,3.38,1.79
2019-12-02,13.46,0.4,0,9.62
2019-12-03,5.65,-1.24,0.4,3.99
2019-12-04,12.17,1.06,0.72,10.1
2019-12-05,14.63,-3.86,0,10.88
2019-12-06,14.42,-6.56,0,10.95
2019-12-07,4.25,-3.44,0.2,4.71
2019-12-08,12.07,-2.86,0,11.47
2019-12-09,4.98,1.14,0.88,5.22
2019-12-10,5.9,5.28,2.7,5.96
2019-12-11,5.34,5.08,0.7,6.3
2019-12-12,13.78,-0.92,0,9.97
2019-12-13,7.84,0.22,1.38,7.77
2019-12-14,12.57,1.84,1.12,9.89
2019-12-15,11.3,2.68,0,8.89
2019-12-16,9.84,5.56,0,8.68
2019-12-17,1.47,6.8,7.66,1.4
2019-12-18,9,0.88,0,9.18
2019-12-19,12.99,-0.98,0,9.81
2019-12-20,12.68,-1.7,0,10.04
2019-12-21,4.18,-2.46,0.12,4.51
2019-12-22,8.29,2.4,0.22,7.07
2019-12-23,3.67,2,2.42,4.78
2019-12-24,8.81,-1.54,0,9.54
2019-12-25,7.68,-0.36,0,6.5
2019-12-26,2.7,1.24,1.1,2.48
2019-12-27,12.8,-2.16,0,10.14
2019-12-28,10.29,-0.4,0,8.72
2019-12-29,3.59,1.94,0.58,3.25
2019-12-30,2.1,1.78,0.54,2.1
2019-12-31,14.7,-7.32,0,10.93
2020-01-01,4.14,-3.6,0.06,3.27
2020-01-02,3.01,-0.28,0,2.14
2020-01-03,12.2,-1.26,0,9.92
2020-01-04,11.35,-0.56,0,8.58
2020-01-05,11.62,-1.14,0,9.22
2020-01-06,1.93,1.28,2.88,1.82
2020-01-07,0.56,5.6,56.94,0.41
2020-01-08,2.25,3.2,9.16,2.58
2020-01-09,11.82,-0.74,0,9.08
2020-01-10,12.23,-1.54,0,10.18
2020-01-11,12.27,-1.08,0,9.85
2020-01-12,11.77,-1.08,0,10.21
2020-01-13,14.11,-2.8,0,10.88
2020-01-14,12.54,-3.34,0,9.22
2020-01-15,14.79,-3.7,0,11.63
2020-01-16,13.27,-3.26,0,10.47
2020-01-17,12.59,-2.06,0,9.66
2020-01-18,14.34,-1.14,0,11.2
2020-01-19,6.7,0.24,0.36,6.3
2020-01-20,12.44,0.12,0,9.89
2020-01-21,15.17,-1.9,0,11.42
2020-01-22,5.64,1.06,0,3.49
2020-01-23,13.69,3.36,0,10.53
2020-01-24,12.86,1.46,0,10.92
2020-01-25,8.69,2.3,0,7.39
2020-01-26,13.62,4.44,0,10.91
2020-01-27,2.76,5.88,0.7,2.24
2020-01-28,6.2,6.94,0.18,7.21
2020-01-29,11.9,4.76,0,11.5
